Date,MarketPrice,UnitsBought,CashUsed,CumUnits,CumInvested,PortfolioValue,AvgCost,ProfitLoss,ReturnPct
2005-09-02,1218.02002,8.210046,10000.00039312092,8.210046,10000.00039312092,10000.00039312092,1218.02002,0.0,0.0
2005-09-06,1233.390015,0.0,0.0,8.210046,10000.00039312092,10126.18875909069,1218.02002,126.18836596977053,1.2618836100904307
2005-09-07,1236.359985,0.0,0.0,8.210046,10000.00039312092,10150.57234940931,1218.02002,150.57195628839145,1.5057195036909388
2005-09-08,1231.670044,0.0,0.0,8.210046,10000.00039312092,10112.067718062024,1218.02002,112.06732494110474,1.1206732053550494
2005-09-09,1241.47998,0.0,0.0,8.210046,10000.00039312092,10192.607743879082,1218.02002,192.60735075816228,1.9260734318636397
2005-09-12,1240.560059,0.0,0.0,8.210046,10000.00039312092,10185.055150152713,1218.02002,185.054757031794,1.850547497569055
2005-09-13,1231.199951,0.0,0.0,8.210046,10000.00039312092,10108.208232907748,1218.02002,108.20783978682812,1.0820783553295188
2005-09-14,1227.160034,0.0,0.0,8.210046,10000.00039312092,10075.040328501564,1218.02002,75.03993538064424,0.750399324306672
2005-09-15,1227.72998,0.0,0.0,8.210046,10000.00039312092,10079.719611379081,1218.02002,79.71921825816207,0.7971921512423208
2005-09-16,1237.910034,0.0,0.0,8.210046,10000.00039312092,10163.298323001563,1218.02002,163.297929880644,1.6329792346106098
2005-09-19,1231.02002,0.0,0.0,8.210046,10000.00039312092,10106.73099112092,1218.02002,106.7305980000001,1.0673059380419625
2005-09-20,1221.339966,0.0,0.0,8.210046,10000.00039312092,10027.257302498436,1218.02002,27.256909377516422,0.2725690830599037
2005-09-21,1210.199951,0.0,0.0,8.210046,10000.00039312092,9935.797266907746,1218.02002,-64.20312621317316,-0.6420312368921377
2005-09-22,1214.619995,0.0,0.0,8.210046,10000.00039312092,9972.086031469771,1218.02002,-27.914361651148283,-0.2791436055377683
2005-09-23,1215.290039,0.0,0.0,8.210046,10000.00039312092,9977.587123531794,1218.02002,-22.413269589125775,-0.22413268708013634
2005-09-26,1215.630005,0.0,0.0,8.210046,10000.00039312092,9980.37826003023,1218.02002,-19.622133090690113,-0.19622132319303542
2005-09-27,1215.660034,0.0,0.0,8.210046,10000.00039312092,9980.624799501564,1218.02002,-19.37559361935564,-0.19375592857661106
2005-09-28,1216.890015,0.0,0.0,8.210046,10000.00039312092,9990.72300009069,1218.02002,-9.277393030230087,-0.09277392665516526
2005-09-29,1227.680054,0.0,0.0,8.210046,10000.00039312092,10079.309716622483,1218.02002,79.309323501564,0.7930932038374916
2005-09-30,1228.810059,0.0,0.0,8.210046,10000.00039312092,10088.587109652713,1218.02002,88.58671653179408,0.8858671304926569
2005-10-03,1226.699951,8.093859,9928.73643870091,16.303905,19928.73683182183,19999.999464608656,1222.3290574756065,71.26263278682745,0.3575873041438138
2005-10-04,1214.469971,0.0,0.0,16.303905,19928.73683182183,19800.603032536754,1222.3290574756065,-128.13379928507493,-0.6429599646299411
2005-10-05,1196.390015,0.0,0.0,16.303905,19928.73683182183,19505.829147508575,1222.3290574756065,-422.9076843132534,-2.1220997993107282
2005-10-06,1191.48999,0.0,0.0,16.303905,19928.73683182183,19425.93960541095,1222.3290574756065,-502.7972264108794,-2.5229758948295378
2005-10-07,1195.900024,0.0,0.0,16.303905,19928.73683182183,19497.84038079372,1222.3290574756065,-430.89645102810755,-2.1621864680357428
2005-10-10,1187.329956,0.0,0.0,16.303905,19928.73683182183,19358.11480627818,1222.3290574756065,-570.6220255436492,-2.8633125639578427
2005-10-11,1184.869995,0.0,0.0,16.303905,19928.73683182183,19318.007835830475,1222.3290574756065,-610.7289959913542,-3.064564508755785
2005-10-12,1177.680054,0.0,0.0,16.303905,19928.73683182183,19200.78372081087,1222.3290574756065,-727.9531110109601,-3.6527809923636467
2005-10-13,1176.839966,0.0,0.0,16.303905,19928.73683182183,19187.08700586723,1222.3290574756065,-741.6498259545988,-3.7215094574902796
2005-10-14,1186.569946,0.0,0.0,16.303905,19928.73683182183,19345.72367543913,1222.3290574756065,-583.0131563826981,-2.9254897653711476
2005-10-17,1190.099976,0.0,0.0,16.303905,19928.73683182183,19403.27694920628,1222.3290574756065,-525.4598826155488,-2.636694372803927
2005-10-18,1178.140015,0.0,0.0,16.303905,19928.73683182183,19208.282881258576,1222.3290574756065,-720.4539505632529,-3.6151511088893806
2005-10-19,1195.76001,0.0,0.0,16.303905,19928.73683182183,19495.55760583905,1222.3290574756065,-433.179225982778,-2.1736411576828374
2005-10-20,1177.800049,0.0,0.0,16.303905,19928.73683182183,19202.740107891346,1222.3290574756065,-725.9967239304824,-3.6429640777393635
2005-10-21,1179.589966,0.0,0.0,16.303905,19928.73683182183,19231.92274461723,1222.3290574756065,-696.8140872045988,-3.496529123170211
2005-10-24,1199.380005,0.0,0.0,16.303905,19928.73683182183,19554.577660419523,1222.3290574756065,-374.1591714023052,-1.8774856357421266
2005-10-25,1196.540039,0.0,0.0,16.303905,19928.73683182183,19508.275124552296,1222.3290574756065,-420.4617072695328,-2.10982618124671
2005-10-26,1191.380005,0.0,0.0,16.303905,19928.73683182183,19424.146420419525,1222.3290574756065,-504.5904114023033,-2.5319738810368753
2005-10-27,1178.900024,0.0,0.0,16.303905,19928.73683182183,19220.67399579372,1222.3290574756065,-708.062836028108,-3.5529739892871004
2005-10-28,1198.410034,0.0,0.0,16.303905,19928.73683182183,19538.76334538277,1222.3290574756065,-389.97348643905934,-1.9568399629642186
2005-10-31,1207.01001,0.0,0.0,16.303905,19928.73683182183,19678.97653708905,1222.3290574756065,-249.76029473277958,-1.2532670627370956
2005-11-01,1202.76001,8.638727,10390.31537290727,24.942632,30319.052204729098,30000.000313746317,1215.5514383858567,-319.0518909827806,-1.0523148574315133
2005-11-02,1214.76001,0.0,0.0,24.942632,30319.052204729098,30299.31189774632,1215.5514383858567,-19.740306982777838,-0.06510858865073077
2005-11-03,1219.939941,0.0,0.0,24.942632,30319.052204729098,30428.513010464714,1215.5514383858567,109.4608057356163,0.3610297742702606
2005-11-04,1220.140015,0.0,0.0,24.942632,30319.052204729098,30433.503382619478,1215.5514383858567,114.45117789037977,0.37748929985526036
2005-11-07,1222.810059,0.0,0.0,24.942632,30319.052204729098,30500.101307535286,1215.5514383858567,181.04910280618788,0.5971463144152978
2005-11-08,1218.589966,0.0,0.0,24.942632,30319.052204729098,30394.841080830513,1215.5514383858567,75.78887610141464,0.24997112571214508
2005-11-09,1220.650024,0.0,0.0,24.942632,30319.052204729098,30446.22434942317,1215.5514383858567,127.1721446940719,0.41944630668315774
2005-11-10,1230.959961,0.0,0.0,24.942632,30319.052204729098,30703.38131395735,1215.5514383858567,384.3291092282525,1.2676158431110363
2005-11-11,1234.719971,0.0,0.0,24.942632,30319.052204729098,30797.165859703673,1215.5514383858567,478.1136549745752,1.5769412966675889
2005-11-14,1233.76001,0.0,0.0,24.942632,30319.052204729098,30773.22190574632,1215.5514383858567,454.1697010172211,1.4979680035854814
2005-11-15,1229.01001,0.0,0.0,24.942632,30319.052204729098,30654.744403746317,1215.5514383858567,335.69219901721954,1.1071988555264145
2005-11-16,1231.209961,0.0,0.0,24.942632,30319.052204729098,30709.61697195735,1215.5514383858567,390.5647672282539,1.2881826403773111
2005-11-17,1242.800049,0.0,0.0,24.942632,30319.052204729098,30998.704271788967,1215.5514383858567,679.6520670598693,2.2416666011540354
2005-11-18,1248.27002,0.0,0.0,24.942632,30319.052204729098,31135.139745492637,1215.5514383858567,816.0875407635394,2.6916657395914534
2005-11-21,1254.849976,0.0,0.0,24.942632,30319.052204729098,31299.26116657683,1215.5514383858567,980.208961847733,3.232980223883253
2005-11-22,1261.22998,0.0,0.0,24.942632,30319.052204729098,31458.39525850736,1215.5514383858567,1139.3430537782624,3.757845219187139
2005-11-23,1265.609985,0.0,0.0,24.942632,30319.052204729098,31567.64411138052,1215.5514383858567,1248.5919066514216,4.118175918628064
2005-11-25,1268.25,0.0,0.0,24.942632,30319.052204729098,31633.493034,1215.5514383858567,1314.4408292709013,4.33536253176765
2005-11-28,1257.459961,0.0,0.0,24.942632,30319.052204729098,31364.361061957352,1215.5514383858567,1045.308857228254,3.447696353335239
2005-11-29,1257.47998,0.0,0.0,24.942632,30319.052204729098,31364.86038850736,1215.5514383858567,1045.808183778263,3.4493432601931495
2005-11-30,1249.47998,0.0,0.0,24.942632,30319.052204729098,31165.319332507363,1215.5514383858567,846.2671277782647,2.7912057476726426
2005-12-01,1264.670044,6.686171,8455.800172761523,31.628802999999998,38774.85237749062,39999.99968167733,1225.9348663144358,1225.1473041867066,3.1596440194261666
2005-12-02,1265.079956,0.0,0.0,31.628802999999998,38774.85237749062,40012.96470757267,1225.9348663144358,1238.1123300820473,3.193080706093898
2005-12-05,1262.089966,0.0,0.0,31.628802999999998,38774.85237749062,39918.39490289069,1225.9348663144358,1143.542525400073,2.9491860195034914
2005-12-06,1263.699951,0.0,0.0,31.628802999999998,38774.85237749062,39969.31680128865,1225.9348663144358,1194.464423798032,3.0805131433367716
2005-12-07,1257.369995,0.0,0.0,31.628802999999998,38774.85237749062,39769.107869965985,1225.9348663144358,994.255492475364,2.564176087108838
2005-12-08,1255.839966,0.0,0.0,31.628802999999998,38774.85237749062,39720.714884140696,1225.9348663144358,945.8625066500754,2.4393710063462803
2005-12-09,1259.369995,0.0,0.0,31.628802999999998,38774.85237749062,39832.365475965984,1225.9348663144358,1057.5130984753632,2.7273168913191315
2005-12-12,1260.430054,0.0,0.0,31.628802999999998,38774.85237749062,39865.89387324535,1225.9348663144358,1091.0414957547328,2.8137863302043042
2005-12-13,1267.430054,0.0,0.0,31.628802999999998,38774.85237749062,40087.29549424536,1225.9348663144358,1312.4431167547373,3.3847791449404196
2005-12-14,1272.73999,0.0,0.0,31.628802999999998,38774.85237749062,40255.24241393197,1225.9348663144358,1480.3900364413494,3.8179127596130735
2005-12-15,1270.939941,0.0,0.0,31.628802999999998,38774.85237749062,40198.309018720625,1225.9348663144358,1423.4566412300046,3.671082038874096
2005-12-16,1267.319946,0.0,0.0,31.628802999999998,38774.85237749062,40083.812910004635,1225.9348663144358,1308.9605325140146,3.3757975911054228
2005-12-19,1259.920044,0.0,0.0,31.628802999999998,38774.85237749062,39849.76286742733,1225.9348663144358,1074.9104899367085,2.7721846094266756
2005-12-20,1259.619995,0.0,0.0,31.628802999999998,38774.85237749062,39840.272676715984,1225.9348663144358,1065.4202992253631,2.7477094918454403
2005-12-21,1262.790039,0.0,0.0,31.628802999999998,38774.85237749062,39940.53737389331,1225.9348663144358,1165.6849964026915,3.0062912556164667
2005-12-22,1268.119995,0.0,0.0,31.628802999999998,38774.85237749062,40109.11750221598,1225.9348663144358,1334.2651247253598,3.4410579097392535
2005-12-23,1268.660034,0.0,0.0,31.628802999999998,38774.85237749062,40126.1982893593,1225.9348663144358,1351.3459118686806,3.48510910812172
2005-12-27,1256.540039,0.0,0.0,31.628802999999998,38774.85237749062,39742.857355143315,1225.9348663144358,968.0049776526939,2.4964762424592335
2005-12-28,1258.170044,0.0,0.0,31.628802999999998,38774.85237749062,39794.41246217733,1225.9348663144358,1019.5600846867092,2.6294364057426467
2005-12-29,1254.420044,0.0,0.0,31.628802999999998,38774.85237749062,39675.80445092733,1225.9348663144358,900.9520734367106,2.3235473978483245
2005-12-30,1248.290039,0.0,0.0,31.628802999999998,38774.85237749062,39481.91973039331,1225.9348663144358,707.0673529026899,1.8235204250916848
2006-01-03,1268.800049,7.778509,9869.37260034694,39.407312,48644.22497783756,49999.99939655828,1234.3959156066662,1355.7744187207209,2.7871230744007436
