Date,Open,High,Low,Close,Adj_Close,Volume,Price,InvestAmount,BuyPrice,UnitsBought,CashUsed,CashRemainder,CumUnits,CumInvested,AvgCost
2005-09-02,1221.589966,1224.449951,1217.75,1218.02002,1218.02002,1640160000,1218.02002,10000.0,1218.02002,8.210046,10000.0,0.0,8.210046,10000.0,1218.0199721170868
2005-10-03,1228.810059,1233.339966,1225.150024,1226.699951,1226.699951,2097490000,1226.699951,10000.0,1226.699951,8.151953,10000.0,0.0,16.361999,20000.0,1222.344531374192
2005-11-01,1207.01001,1207.339966,1201.660034,1202.76001,1202.76001,2457850000,1202.76001,10000.0,1202.76001,8.314211,10000.0,0.0,24.67621,30000.0,1215.7458540027014
2005-12-01,1249.47998,1266.170044,1249.47998,1264.670044,1264.670044,2614830000,1264.670044,10000.0,1264.670044,7.907201,10000.0,0.0,32.583411,40000.0,1227.6185571854342
2006-01-03,1248.290039,1270.219971,1245.73999,1268.800049,1268.800049,2554570000,1268.800049,10000.0,1268.800049,7.881462,10000.0,0.0,40.464873,50000.0,1235.639612658614
2006-02-01,1280.079956,1283.329956,1277.569946,1282.459961,1282.459961,2589410000,1282.459961,10000.0,1282.459961,7.797514,10000.0,0.0,48.262387,60000.0,1243.204153992632
2006-03-01,1280.660034,1291.800049,1280.660034,1291.23999,1291.23999,2308320000,1291.23999,10000.0,1291.23999,7.744494,10000.0,0.0,56.006881,70000.0,1249.8464251205132
2006-04-03,1302.880005,1309.189941,1296.650024,1297.810059,1297.810059,2494080000,1297.810059,10000.0,1297.810059,7.705288,10000.0,0.0,63.712169,80000.0,1255.6470962399662
2006-05-01,1310.609985,1317.209961,1303.459961,1305.189941,1305.189941,2437040000,1305.189941,10000.0,1305.189941,7.66172,10000.0,0.0,71.373889,90000.0,1260.9653370576457
2006-06-01,1270.050049,1285.709961,1269.189941,1285.709961,1285.709961,2360160000,1285.709961,10000.0,1285.709961,7.777804,10000.0,0.0,79.15169300000001,100000.0,1263.3968549478782
2006-07-03,1270.060059,1280.380005,1270.060059,1280.189941,1280.189941,1114470000,1280.189941,10000.0,1280.189941,7.811341,10000.0,0.0,86.96303400000001,110000.0,1264.9052699794258
2006-08-01,1278.530029,1278.660034,1265.709961,1270.920044,1270.920044,2527690000,1270.920044,10000.0,1270.920044,7.868316,10000.0,0.0,94.83135000000001,120000.0,1265.4043204067007
2006-09-01,1303.800049,1312.030029,1303.800049,1311.01001,1311.01001,1800520000,1311.01001,10000.0,1311.01001,7.627707,10000.0,0.0,102.45905700000002,130000.0,1268.7994971493831
2006-10-02,1335.819946,1338.540039,1330.280029,1331.319946,1331.319946,2154480000,1331.319946,10000.0,1331.319946,7.511342,10000.0,0.0,109.97039900000001,140000.0,1273.069855825475
2006-11-01,1377.76001,1381.949951,1366.26001,1367.810059,1367.810059,2821160000,1367.810059,10000.0,1367.810059,7.310957,10000.0,0.0,117.28135600000002,150000.0,1278.9756625938055
2006-12-01,1400.630005,1402.459961,1385.930054,1396.709961,1396.709961,2800980000,1396.709961,10000.0,1396.709961,7.159683,10000.0,0.0,124.44103900000002,160000.0,1285.7494704781434
2007-01-03,1418.030029,1429.420044,1407.859985,1416.599976,1416.599976,3429160000,1416.599976,10000.0,1416.599976,7.059156,10000.0,0.0,131.50019500000002,170000.0,1292.7737483583198
2007-02-01,1437.900024,1446.640015,1437.900024,1445.939941,1445.939941,2914890000,1445.939941,10000.0,1445.939941,6.915917,10000.0,0.0,138.41611200000003,180000.0,1300.4266439733544
2007-03-01,1406.800049,1409.459961,1380.869995,1403.170044,1403.170044,3874910000,1403.170044,10000.0,1403.170044,7.12672,10000.0,0.0,145.54283200000003,190000.0,1305.457626384513
2007-04-02,1420.829956,1425.48999,1416.369995,1424.550049,1424.550049,2875880000,1424.550049,10000.0,1424.550049,7.01976,10000.0,0.0,152.56259200000002,200000.0,1310.937349569939
2007-05-01,1482.369995,1487.27002,1476.699951,1486.300049,1486.300049,3400350000,1486.300049,10000.0,1486.300049,6.728117,10000.0,0.0,159.29070900000002,210000.0,1318.3443109666866
2007-06-01,1530.619995,1540.560059,1530.619995,1536.339966,1536.339966,2927020000,1536.339966,10000.0,1536.339966,6.508976,10000.0,0.0,165.799685,220000.0,1326.9024003272382
2007-07-02,1504.660034,1519.449951,1504.660034,1519.430054,1519.430054,2648990000,1519.430054,10000.0,1519.430054,6.581415,10000.0,0.0,172.3811,230000.0,1334.25300105406
2007-08-01,1455.180054,1468.380005,1439.589966,1465.810059,1465.810059,5256780000,1465.810059,10000.0,1465.810059,6.822166,10000.0,0.0,179.203266,240000.0,1339.2613056505343
2007-09-04,1473.959961,1496.400024,1472.150024,1489.420044,1489.420044,2766600000,1489.420044,10000.0,1489.420044,6.714023,10000.0,0.0,185.917289,250000.0,1344.6839793366391
2007-10-01,1527.290039,1549.02002,1527.25,1547.040039,1547.040039,3281990000,1547.040039,10000.0,1547.040039,6.463957,10000.0,0.0,192.381246,260000.0,1351.483085830518
