Date,Open,High,Low,Close,Adj_Close,Volume,Price,InvestAmount,BuyPrice,UnitsBought,CashUsed,CashRemainder,CumUnits,CumInvested,AvgCost
2005-09-02,6081.71,6116.05,6075.35,6116.05,6116.02,2964000.0,6116.02,10000.0,6116.02,1.63505,10000.0,0.0,1.63505,10000.0,6116.0209167915355
2005-10-03,6128.97,6139.22,6090.78,6123.92,6123.89,2977400.0,6123.89,10000.0,6123.89,1.632949,10000.0,0.0,3.2679989999999997,20000.0,6119.9529130822875
2005-11-01,5803.25,5829.82,5786.64,5798.41,5798.38,3006600.0,5798.38,10000.0,5798.38,1.72462,10000.0,0.0,4.9926189999999995,30000.0,6008.870294328488
2005-12-01,6196.36,6202.91,6162.86,6179.82,6179.79,3207600.0,6179.79,10000.0,6179.79,1.618178,10000.0,0.0,6.610797,40000.0,6050.707652950166
2006-01-02,6457.61,6492.92,6424.03,6462.06,6462.03,4678400.0,6462.03,10000.0,6462.03,1.547501,10000.0,0.0,8.158298,50000.0,6128.729301136094
2006-02-03,6592.19,6626.43,6547.17,6594.6,6594.57,3590600.0,6594.57,10000.0,6594.57,1.516399,10000.0,0.0,9.674697,60000.0,6201.74461277702
2006-03-01,6518.0,6636.92,6518.0,6613.39,6613.36,3071800.0,6613.36,10000.0,6613.36,1.512091,10000.0,0.0,11.186788,70000.0,6257.381475361829
2006-04-03,6627.32,6672.11,6615.98,6660.76,6660.73,3261800.0,6660.73,10000.0,6660.73,1.501337,10000.0,0.0,12.688125,80000.0,6305.108122752574
2006-05-02,7174.93,7217.37,7141.91,7199.6,7199.57,4970800.0,7199.57,10000.0,7199.57,1.388972,10000.0,0.0,14.077097,90000.0,6393.363631720375
2006-06-01,6874.66,6922.34,6868.42,6872.84,6872.81,2712400.0,6872.81,10000.0,6872.81,1.455009,10000.0,0.0,15.532106,100000.0,6438.276947118439
2006-07-03,6727.23,6735.34,6705.25,6718.5,6718.47,2609800.0,6718.47,10000.0,6718.47,1.488434,10000.0,0.0,17.02054,110000.0,6462.779676790513
2006-08-01,6464.59,6478.34,6435.93,6441.46,6441.43,2440000.0,6441.43,10000.0,6441.43,1.55245,10000.0,0.0,18.57299,120000.0,6460.995240938589
2006-09-01,6631.83,6658.13,6625.23,6651.46,6651.43,2553800.0,6651.43,10000.0,6651.43,1.503436,10000.0,0.0,20.076426,130000.0,6475.256103850356
2006-10-02,6907.43,6961.78,6907.43,6960.95,6960.92,3468400.0,6960.92,10000.0,6960.92,1.436592,10000.0,0.0,21.513018000000002,140000.0,6507.68757781916
2006-11-01,7036.07,7058.69,7013.99,7013.99,7013.96,3055200.0,7013.96,10000.0,7013.96,1.425728,10000.0,0.0,22.938746000000002,150000.0,6539.15431994408
2006-12-01,7587.51,7621.81,7557.62,7613.57,7613.53,6260800.0,7613.53,10000.0,7613.53,1.313451,10000.0,0.0,24.252197000000002,160000.0,6597.340438888897
2007-01-02,7871.41,7937.26,7843.6,7920.8,7920.76,5710600.0,7920.76,10000.0,7920.76,1.262505,10000.0,0.0,25.514702000000003,170000.0,6662.8252213174965
2007-02-01,7751.3,7757.63,7679.78,7701.54,7701.5,2706600.0,7701.5,10000.0,7701.5,1.298448,10000.0,0.0,26.813150000000004,180000.0,6713.123970887418
2007-03-01,7707.63,7761.4,7663.17,7678.67,7678.63,4230600.0,7678.63,10000.0,7678.63,1.302316,10000.0,0.0,28.115466000000005,190000.0,6757.846375372187
2007-04-02,7888.17,7931.99,7866.59,7884.99,7884.95,4390000.0,7884.95,10000.0,7884.95,1.268239,10000.0,0.0,29.383705000000006,200000.0,6806.493599088337
2007-05-02,7900.76,7951.69,7890.54,7903.04,7903.0,3193200.0,7903.0,10000.0,7903.0,1.265342,10000.0,0.0,30.649047000000007,210000.0,6851.762797061845
2007-06-01,8236.76,8261.67,8224.28,8249.9,8249.86,4198400.0,8249.86,10000.0,8249.86,1.212142,10000.0,0.0,31.861189000000007,220000.0,6904.95260550383
2007-07-02,8903.77,8939.49,8849.35,8939.49,8939.45,5468400.0,8939.45,10000.0,8939.45,1.118637,10000.0,0.0,32.97982600000001,230000.0,6973.960384145142
2007-08-01,9188.6,9265.7,8891.88,8891.88,8891.84,8423400.0,8891.84,10000.0,8891.84,1.124627,10000.0,0.0,34.10445300000001,240000.0,7037.204203216511
2007-09-03,9018.89,9019.41,8947.06,8979.96,8979.92,4732000.0,8979.92,10000.0,8979.92,1.113596,10000.0,0.0,35.21804900000001,250000.0,7098.632862939113
2007-10-01,9523.98,9555.07,9474.4,9488.5,9488.46,6169000.0,9488.46,10000.0,9488.46,1.053912,10000.0,0.0,36.271961000000005,260000.0,7168.071227249058
2007-11-01,9780.59,9785.75,9556.22,9598.23,9598.19,6153600.0,9598.19,10000.0,9598.19,1.041863,10000.0,0.0,37.313824000000004,270000.0,7235.924144360009
2007-12-03,8623.12,8645.62,8565.08,8583.84,8583.8,3307600.0,8583.8,10000.0,8583.8,1.164985,10000.0,0.0,38.478809000000005,280000.0,7276.732499698729
2008-01-02,8491.57,8532.92,8319.58,8323.05,8323.01,4372600.0,8323.01,10000.0,8323.01,1.201488,10000.0,0.0,39.680297,290000.0,7308.413039347966
2008-02-01,7613.58,7706.03,7583.65,7673.99,7673.96,4123200.0,7673.96,10000.0,7673.96,1.303108,10000.0,0.0,40.983405000000005,300000.0,7320.035999937047
2008-03-03,8213.7,8265.85,8147.27,8262.87,8262.83,5371400.0,8262.83,10000.0,8262.83,1.210239,10000.0,0.0,42.193644000000006,310000.0,7347.078152339721
2008-04-01,8593.2,8608.95,8419.72,8419.72,8419.68,5053400.0,8419.68,10000.0,8419.68,1.187694,10000.0,0.0,43.38133800000001,320000.0,7376.443760217814
2008-05-02,8998.06,9010.71,8950.28,8963.63,8963.59,5657600.0,8963.59,10000.0,8963.59,1.115624,10000.0,0.0,44.496962,330000.0,7416.236641054281
2008-06-02,8638.48,8724.47,8631.46,8724.47,8724.43,3714200.0,8724.43,10000.0,8724.43,1.146207,10000.0,0.0,45.643169,340000.0,7449.088383849947
2008-07-01,7528.54,7569.18,7407.98,7407.98,7407.95,3657400.0,7407.95,10000.0,7407.95,1.349901,10000.0,0.0,46.99307,350000.0,7447.906680708453
2008-08-01,6920.75,7008.0,6903.85,7002.54,7002.51,3308000.0,7002.51,10000.0,7002.51,1.428059,10000.0,0.0,48.421129,360000.0,7434.770882768967
2008-09-01,6967.22,6967.22,6801.22,6813.09,6813.06,3445000.0,6813.06,10000.0,6813.06,1.467769,10000.0,0.0,49.888898,370000.0,7416.479714584997
2008-10-01,5854.0,5854.0,5727.72,5764.01,5763.98,2825800.0,5763.98,10000.0,5763.98,1.734912,10000.0,0.0,51.62381,380000.0,7360.944494410622
2008-11-03,4925.74,5010.57,4836.51,4995.06,4995.04,4325600.0,4995.04,10000.0,4995.04,2.001986,10000.0,0.0,53.625796,390000.0,7272.619319254487
2008-12-01,4436.12,4567.76,4418.24,4518.43,4518.41,4199000.0,4518.41,10000.0,4518.41,2.213168,10000.0,0.0,55.838964000000004,400000.0,7163.456685908427
2009-01-05,4725.26,4778.52,4687.57,4698.31,4698.29,3626800.0,4698.29,10000.0,4698.29,2.128434,10000.0,0.0,57.967398,410000.0,7072.941241902905
2009-02-02,4277.1,4285.12,4240.08,4259.98,4259.96,2399800.0,4259.96,10000.0,4259.96,2.34744,10000.0,0.0,60.314838,420000.0,6963.460633020352
2009-03-02,4528.27,4528.27,4408.51,4425.83,4425.81,3906800.0,4425.81,10000.0,4425.81,2.259473,10000.0,0.0,62.574311,430000.0,6871.829559577572
2009-04-02,5428.92,5477.97,5401.3,5473.78,5473.75,7837800.0,5473.75,10000.0,5473.75,1.826901,10000.0,0.0,64.401212,440000.0,6832.169556063634
2009-05-04,6285.6,6356.29,6256.29,6330.4,6330.37,6844800.0,6330.37,10000.0,6330.37,1.579686,10000.0,0.0,65.980898,450000.0,6820.155736589096
2009-06-01,7033.33,7033.33,6892.69,6954.1,6954.07,7423000.0,6954.07,10000.0,6954.07,1.438007,10000.0,0.0,67.418905,460000.0,6823.012032010903
2009-07-01,6445.85,6593.78,6433.69,6578.97,6578.94,3790000.0,6578.94,10000.0,6578.94,1.520002,10000.0,0.0,68.938907,470000.0,6817.630572529964
2009-08-03,7036.47,7084.59,6986.29,7056.71,7056.68,5150200.0,7056.68,10000.0,7056.68,1.417097,10000.0,0.0,70.356004,480000.0,6822.445458954719
2009-09-01,6834.63,7019.75,6807.62,7019.75,7019.72,4414000.0,7019.72,10000.0,7019.72,1.424558,10000.0,0.0,71.780562,490000.0,6826.3605960622035
2009-10-01,7581.38,7599.62,7492.62,7545.29,7545.25,4968000.0,7545.25,10000.0,7545.25,1.325337,10000.0,0.0,73.10589900000001,500000.0,6839.393357299387
2009-11-02,7238.3,7336.65,7218.89,7335.18,7335.15,3131000.0,7335.15,10000.0,7335.15,1.363299,10000.0,0.0,74.469198,510000.0,6848.469081136069
2009-12-01,7615.95,7659.82,7549.01,7649.23,7649.19,4044400.0,7649.19,10000.0,7649.19,1.307328,10000.0,0.0,75.776526,520000.0,6862.283446459395
2010-01-04,8222.42,8240.45,8143.45,8207.85,8207.81,6429400.0,8207.81,10000.0,8207.81,1.218352,10000.0,0.0,76.994878,530000.0,6883.5747749350285
2010-02-01,7653.89,7661.7,7493.81,7524.67,7524.64,3222400.0,7524.64,10000.0,7524.64,1.328967,10000.0,0.0,78.323845,540000.0,6894.452130127166
2010-03-01,7492.84,7620.56,7451.09,7577.75,7577.71,3501600.0,7577.71,10000.0,7577.71,1.31966,10000.0,0.0,79.643505,550000.0,6905.773421197371
2010-04-01,7952.62,8026.06,7952.62,8013.09,8013.05,4758600.0,8013.05,10000.0,8013.05,1.247964,10000.0,0.0,80.891469,560000.0,6922.856104887896
2010-05-03,7979.8,8022.45,7916.04,7952.17,7952.13,3430400.0,7952.13,10000.0,7952.13,1.257525,10000.0,0.0,82.148994,570000.0,6938.612054092835
2010-06-01,7327.01,7348.56,7276.52,7289.33,7289.3,2518000.0,7289.3,10000.0,7289.3,1.371874,10000.0,0.0,83.52086800000001,580000.0,6944.372273525701
2010-07-01,7326.89,7327.4,7251.6,7254.06,7254.03,3086400.0,7254.03,10000.0,7254.03,1.378544,10000.0,0.0,84.89941200000001,590000.0,6949.400309156439
2010-08-02,7829.19,7917.95,7829.19,7911.68,7911.64,5231200.0,7911.64,10000.0,7911.64,1.26396,10000.0,0.0,86.16337200000001,600000.0,6963.515773268483
2010-09-01,7643.61,7679.43,7625.72,7668.25,7668.21,3612200.0,7668.21,10000.0,7668.21,1.304085,10000.0,0.0,87.46745700000001,610000.0,6974.022349820916
2010-10-01,8259.08,8260.28,8220.73,8244.18,8244.14,3893000.0,8244.14,10000.0,8244.14,1.212983,10000.0,0.0,88.68044,620000.0,6991.395171246331
2010-11-01,8343.52,8407.91,8343.52,8379.75,8379.71,3116000.0,8379.71,10000.0,8379.71,1.193359,10000.0,0.0,89.873799,630000.0,7009.829416468752
2010-12-01,8430.6,8520.11,8428.64,8520.11,8520.07,4202800.0,8520.07,10000.0,8520.07,1.173699,10000.0,0.0,91.047498,640000.0,7029.298048365919
2011-01-03,9039.63,9041.32,8994.5,9025.3,9025.26,5067400.0,9025.26,10000.0,9025.26,1.108001,10000.0,0.0,92.155499,650000.0,7053.295864634187
2011-02-08,9220.69,9220.69,9085.41,9111.46,9111.42,3854200.0,9111.42,10000.0,9111.42,1.097524,10000.0,0.0,93.25302300000001,660000.0,7077.518548648014
