Date,Open,High,Low,Close,Adj_Close,Volume,Price,BuyPrice,UnitsBought,CashUsed,InvestAmount,CashRemainder,CumUnits,CumInvested,AvgCost
2018-04-02,10936.26,10969.88,10882.05,10888.27,10888.27,2071400.0,10888.27,10888.27,1.63505,17802.8658635,17802.8658635,0.0,248.52760000000075,2024724.1251254992,8146.87835526313
2018-05-02,10665.52,10683.9,10601.1,10618.81,10618.81,2252100.0,10618.81,10618.81,1.63505,17362.285290499996,17362.285290499996,0.0,250.16265000000075,2042086.4104159991,8163.034771241802
2018-06-01,10882.68,10954.67,10876.97,10949.08,10949.08,2817400.0,10949.08,10949.08,1.63505,17902.293254,17902.293254,0.0,251.79770000000076,2059988.703669999,8181.125974025946
2018-07-02,10852.17,10886.2,10777.94,10777.94,10777.94,2244500.0,10777.94,10777.94,1.63505,17622.470796999998,17622.470796999998,0.0,253.43275000000077,2077611.174466999,8197.879612903198
2018-08-01,11062.36,11100.02,11058.28,11098.13,11098.13,2144000.0,11098.13,11098.13,1.63505,18145.997456499997,18145.997456499997,0.0,255.06780000000077,2095757.171923499,8216.470961538433
2018-09-03,11087.86,11097.11,10952.85,10964.22,10964.22,1897900.0,10964.22,10964.22,1.63505,17927.047910999998,17927.047910999998,0.0,256.70285000000075,2113684.219834499,8233.972547770672
2018-10-01,11014.19,11062.43,11012.95,11051.8,11051.8,1646700.0,11051.8,11051.8,1.63505,18070.24559,18070.24559,0.0,258.33790000000073,2131754.465424499,8251.80689873415
2018-11-01,9812.2,9869.59,9742.61,9844.74,9844.74,1992200.0,9844.74,9844.74,1.63505,16096.642136999999,16096.642136999999,0.0,259.9729500000007,2147851.107561499,8261.825345911922
2018-12-03,9979.21,10148.75,9979.21,10137.87,10137.87,3055000.0,10137.87,10137.87,1.63505,16575.9243435,16575.9243435,0.0,261.6080000000007,2164427.0319049987,8273.550624999973
2019-01-02,9725.27,9737.68,9542.52,9554.14,9554.14,1239100.0,9554.14,9554.14,1.63505,15621.496606999997,15621.496606999997,0.0,263.24305000000066,2180048.5285119987,8281.504596273266
2019-02-11,10029.84,10065.52,9988.83,10004.25,10004.25,2320500.0,10004.25,10004.25,1.63505,16357.448962499999,16357.448962499999,0.0,264.87810000000064,2196405.9774744986,8292.138827160468
