Date,MarketPrice,UnitsBought,CashUsed,CumUnits,CumInvested,PortfolioValue,AvgCost,ProfitLoss,ReturnPct
2005-09-02,6116.02,1.63505,10000.0,1.63505,10000.0,9999.998501,6116.0209167915355,-0.0014989999999670545,-1.4989999996828374e-05
2005-09-05,6098.75,0.0,0.0,1.63505,10000.0,9971.7611875,6116.0209167915355,-28.238812499999767,-0.2823881249999993
2005-09-06,6140.11,0.0,0.0,1.63505,10000.0,10039.386855499999,6116.0209167915355,39.386855499999,0.39386855499998763
2005-09-07,6141.11,0.0,0.0,1.63505,10000.0,10041.021905499998,6116.0209167915355,41.021905499997956,0.4102190549999829
2005-09-08,6149.85,0.0,0.0,1.63505,10000.0,10055.3122425,6116.0209167915355,55.31224250000014,0.5531224250000077
2005-09-09,6119.03,0.0,0.0,1.63505,10000.0,10004.920001499999,6116.0209167915355,4.920001499998762,0.049200014999994934
2005-09-12,6164.95,0.0,0.0,1.63505,10000.0,10080.0014975,6116.0209167915355,80.00149749999946,0.8000149749999963
2005-09-13,6169.05,0.0,0.0,1.63505,10000.0,10086.7052025,6116.0209167915355,86.70520249999936,0.8670520249999925
2005-09-14,6148.67,0.0,0.0,1.63505,10000.0,10053.382883499999,6116.0209167915355,53.38288349999857,0.5338288349999942
2005-09-15,6082.53,0.0,0.0,1.63505,10000.0,9945.2406765,6116.0209167915355,-54.75932350000039,-0.547593234999999
2005-09-16,6031.21,0.0,0.0,1.63505,10000.0,9861.329910499999,6116.0209167915355,-138.67008950000127,-1.3867008950000148
2005-09-19,6035.56,0.0,0.0,1.63505,10000.0,9868.442378,6116.0209167915355,-131.55762200000026,-1.3155762200000032
2005-09-20,6105.32,0.0,0.0,1.63505,10000.0,9982.503465999998,6116.0209167915355,-17.496534000001702,-0.17496534000002173
2005-09-21,6067.31,0.0,0.0,1.63505,10000.0,9920.3552155,6116.0209167915355,-79.64478450000024,-0.7964478450000034
2005-09-22,5972.03,0.0,0.0,1.63505,10000.0,9764.5676515,6116.0209167915355,-235.43234850000044,-2.3543234850000094
2005-09-23,5925.51,0.0,0.0,1.63505,10000.0,9688.5051255,6116.0209167915355,-311.49487450000015,-3.1149487450000013
2005-09-26,5930.17,0.0,0.0,1.63505,10000.0,9696.124458499999,6116.0209167915355,-303.8755415000014,-3.0387554150000162
2005-09-27,5945.02,0.0,0.0,1.63505,10000.0,9720.404951,6116.0209167915355,-279.59504899999956,-2.7959504899999987
2005-09-28,5931.35,0.0,0.0,1.63505,10000.0,9698.0538175,6116.0209167915355,-301.94618249999985,-3.0194618250000027
2005-09-29,6009.96,0.0,0.0,1.63505,10000.0,9826.585098,6116.0209167915355,-173.41490200000044,-1.7341490200000087
2005-09-30,6118.58,0.0,0.0,1.63505,10000.0,10004.184228999999,6116.0209167915355,4.184228999998595,0.04184228999999373
2005-10-03,6123.89,1.632949,10000.0,3.2679989999999997,20000.0,20012.86639611,6119.9529130822875,12.866396109999187,0.06433198055000311
2005-10-04,6142.09,0.0,0.0,3.2679989999999997,20000.0,20072.343977909997,6119.9529130822875,72.3439779099972,0.3617198895499829
2005-10-05,6134.98,0.0,0.0,3.2679989999999997,20000.0,20049.108505019998,6119.9529130822875,49.10850501999812,0.2455425250999843
2005-10-06,6095.78,0.0,0.0,3.2679989999999997,20000.0,19921.002944219996,6119.9529130822875,-78.9970557800043,-0.39498527890001744
2005-10-07,6081.81,0.0,0.0,3.2679989999999997,20000.0,19875.34899819,6119.9529130822875,-124.65100181000162,-0.6232550090500055
2005-10-11,6066.56,0.0,0.0,3.2679989999999997,20000.0,19825.51201344,6119.9529130822875,-174.48798656000145,-0.8724399328000065
2005-10-12,5987.37,0.0,0.0,3.2679989999999997,20000.0,19566.719172629997,6119.9529130822875,-433.28082737000295,-2.1664041368500198
2005-10-13,5960.08,0.0,0.0,3.2679989999999997,20000.0,19477.53547992,6119.9529130822875,-522.4645200800005,-2.6123226004000077
2005-10-14,5969.04,0.0,0.0,3.2679989999999997,20000.0,19506.81675096,6119.9529130822875,-493.1832490400011,-2.465916245200006
2005-10-17,5826.24,0.0,0.0,3.2679989999999997,20000.0,19040.146493759996,6119.9529130822875,-959.8535062400042,-4.799267531200025
2005-10-18,5830.76,0.0,0.0,3.2679989999999997,20000.0,19054.91784924,6119.9529130822875,-945.0821507600012,-4.725410753800007
2005-10-19,5694.13,0.0,0.0,3.2679989999999997,20000.0,18608.41114587,6119.9529130822875,-1391.588854130001,-6.957944270650007
2005-10-20,5747.97,0.0,0.0,3.2679989999999997,20000.0,18784.36021203,6119.9529130822875,-1215.6397879700016,-6.07819893985001
2005-10-21,5738.73,0.0,0.0,3.2679989999999997,20000.0,18754.163901269996,6119.9529130822875,-1245.8360987300039,-6.229180493650022
2005-10-24,5717.25,0.0,0.0,3.2679989999999997,20000.0,18683.967282749996,6119.9529130822875,-1316.0327172500038,-6.580163586250021
2005-10-25,5721.28,0.0,0.0,3.2679989999999997,20000.0,18697.137318719997,6119.9529130822875,-1302.862681280003,-6.514313406400019
2005-10-26,5700.69,0.0,0.0,3.2679989999999997,20000.0,18629.849219309996,6119.9529130822875,-1370.1507806900045,-6.850753903450024
2005-10-27,5661.15,0.0,0.0,3.2679989999999997,20000.0,18500.632538849997,6119.9529130822875,-1499.3674611500028,-7.496837305750015
2005-10-28,5632.94,0.0,0.0,3.2679989999999997,20000.0,18408.442287059996,6119.9529130822875,-1591.5577129400044,-7.957788564700019
2005-10-31,5764.27,0.0,0.0,3.2679989999999997,20000.0,18837.62859573,6119.9529130822875,-1162.3714042700012,-5.811857021350009
2005-11-01,5798.38,1.72462,10000.0,4.9926189999999995,30000.0,28949.102157219997,6008.870294328488,-1050.897842780003,-3.5029928092666807
2005-11-02,5870.34,0.0,0.0,4.9926189999999995,30000.0,29308.37102046,6008.870294328488,-691.6289795400007,-2.305429931800007
2005-11-03,5857.98,0.0,0.0,4.9926189999999995,30000.0,29246.662249619996,6008.870294328488,-753.3377503800039,-2.5111258346000143
2005-11-04,5911.71,0.0,0.0,4.9926189999999995,30000.0,29514.915668489997,6008.870294328488,-485.0843315100028,-1.6169477717000058
2005-11-07,5860.36,0.0,0.0,4.9926189999999995,30000.0,29258.544682839994,6008.870294328488,-741.4553171600055,-2.4715177238666897
2005-11-08,5849.6,0.0,0.0,4.9926189999999995,30000.0,29204.824102399998,6008.870294328488,-795.1758976000019,-2.6505863253333373
2005-11-09,5971.03,0.0,0.0,4.9926189999999995,30000.0,29811.077827569996,6008.870294328488,-188.92217243000414,-0.6297405747666796
2005-11-10,5988.34,0.0,0.0,4.9926189999999995,30000.0,29897.500062459996,6008.870294328488,-102.49993754000388,-0.34166645846668287
