Date,Open,High,Low,Close,Adj_Close,Volume,Price,BuyPrice,InvestAmount,UnitsBought,CashUsed,CashRemainder,CumUnits,CumInvested,AvgCost
2009-05-04,6285.6,6356.29,6256.29,6330.4,6330.37,6844800.0,6330.37,6330.37,5000.0,0.789843,5000.0,0.0,67.403499,460000.0,6824.571525582077
2009-06-01,7033.33,7033.33,6892.69,6954.1,6954.07,7423000.0,6954.07,6954.07,10000.0,1.438007,10000.0,0.0,68.841506,470000.0,6827.276556093936
2009-07-01,6445.85,6593.78,6433.69,6578.97,6578.94,3790000.0,6578.94,6578.94,10000.0,1.520002,10000.0,0.0,70.361508,480000.0,6821.911775967053
2009-08-03,7036.47,7084.59,6986.29,7056.71,7056.68,5150200.0,7056.68,7056.68,10000.0,1.417097,10000.0,0.0,71.778605,490000.0,6826.546712631152
2009-09-01,6834.63,7019.75,6807.62,7019.75,7019.72,4414000.0,7019.72,7019.72,10000.0,1.424558,10000.0,0.0,73.203163,500000.0,6830.30595276327
2009-10-01,7581.38,7599.62,7492.62,7545.29,7545.25,4968000.0,7545.25,7545.25,10000.0,1.325337,10000.0,0.0,74.52850000000001,510000.0,6843.019784377788
2009-11-02,7238.3,7336.65,7218.89,7335.18,7335.15,3131000.0,7335.15,7335.15,10000.0,1.363299,10000.0,0.0,75.891799,520000.0,6851.860238548305
2009-12-01,7615.95,7659.82,7549.01,7649.23,7649.19,4044400.0,7649.19,7649.19,10000.0,1.307328,10000.0,0.0,77.199127,530000.0,6865.362609605676
2010-01-04,8222.42,8240.45,8143.45,8207.85,8207.81,6429400.0,8207.81,8207.81,10000.0,1.218352,10000.0,0.0,78.417479,540000.0,6886.219843920257
2010-02-01,7653.89,7661.7,7493.81,7524.67,7524.64,3222400.0,7524.64,7524.64,10000.0,1.328967,10000.0,0.0,79.746446,550000.0,6896.859077581965
2010-03-01,7492.84,7620.56,7451.09,7577.75,7577.71,3501600.0,7577.71,7577.71,10000.0,1.31966,10000.0,0.0,81.066106,560000.0,6907.94251299057
2010-04-01,7952.62,8026.06,7952.62,8013.09,8013.05,4758600.0,8013.05,8013.05,10000.0,1.247964,10000.0,0.0,82.31407,570000.0,6924.697077911467
2010-05-03,7979.8,8022.45,7916.04,7952.17,7952.13,3430400.0,7952.13,7952.13,10000.0,1.257525,10000.0,0.0,83.571595,580000.0,6940.157119174284
2010-06-01,7327.01,7348.56,7276.52,7289.33,7289.3,2518000.0,7289.3,7289.3,10000.0,1.371874,10000.0,0.0,84.94346900000001,590000.0,6945.795915163295
2010-07-01,7326.89,7327.4,7251.6,7254.06,7254.03,3086400.0,7254.03,7254.03,10000.0,1.378544,10000.0,0.0,86.32201300000001,600000.0,6950.718352687163
2010-08-02,7829.19,7917.95,7829.19,7911.68,7911.64,5231200.0,7911.64,7911.64,10000.0,1.26396,10000.0,0.0,87.58597300000001,610000.0,6964.585527867573
2010-09-01,7643.61,7679.43,7625.72,7668.25,7668.21,3612200.0,7668.21,7668.21,10000.0,1.304085,10000.0,0.0,88.89005800000001,620000.0,6974.908262519077
2010-10-01,8259.08,8260.28,8220.73,8244.18,8244.14,3893000.0,8244.14,8244.14,10000.0,1.212983,10000.0,0.0,90.103041,630000.0,6991.994865078971
2010-11-01,8343.52,8407.91,8343.52,8379.75,8379.71,3116000.0,8379.71,8379.71,10000.0,1.193359,10000.0,0.0,91.2964,640000.0,7010.13402499989
2010-12-01,8430.6,8520.11,8428.64,8520.11,8520.07,4202800.0,8520.07,8520.07,10000.0,1.173699,10000.0,0.0,92.470099,650000.0,7029.299276515319
2011-01-03,9039.63,9041.32,8994.5,9025.3,9025.26,5067400.0,9025.26,9025.26,10000.0,1.108001,10000.0,0.0,93.5781,660000.0,7052.932256585675
