Date,Open,High,Low,Close,Adj Close,Volume
2006-07-31,6528.23,6531.11,6428.26,6454.58,6454.55,2743000
2006-08-01,6464.59,6478.34,6435.93,6441.46,6441.43,2440000
2006-08-02,6426.23,6488.68,6421.78,6471.42,6471.39,2553000
2006-08-03,6496.01,6514.9,6460.03,6462.32,6462.29,2971800
2006-08-04,6483.07,6491.67,6421.55,6442.61,6442.58,2714200
2006-08-07,6425.99,6450.06,6405.09,6416.61,6416.58,2215200
2006-08-08,6442.68,6502.14,6441.16,6502.14,6502.11,2314800
2006-08-09,6493.89,6574.49,6488.59,6573.22,6573.19,2914200
2006-08-10,6555.28,6606.28,6555.28,6578.61,6578.58,3393200
2006-08-11,6612.48,6617.23,6559.27,6571.1,6571.07,3074800
2006-08-14,6588.47,6634.73,6587.36,6611.9,6611.87,2632200
2006-08-15,6628.5,6628.5,6595.35,6615.13,6615.1,2668600
2006-08-16,6686.23,6699.83,6663.07,6696.63,6696.6,3827600
2006-08-17,6752.99,6761.79,6722.58,6733.46,6733.43,3923000
2006-08-18,6761.4,6761.4,6719.75,6721.08,6721.05,2895800
2006-08-21,6715.72,6715.72,6498.18,6505.92,6505.89,3356200
2006-08-22,6524.72,6590.2,6517.28,6590.2,6590.17,2441800
2006-08-23,6584.66,6587.46,6454.71,6556.33,6556.3,2765800
2006-08-24,6540.03,6570.62,6525.36,6550.64,6550.61,2255800
2006-08-25,6594.82,6600.94,6526.22,6526.22,6526.19,2193400
2006-08-28,6515.08,6515.08,6422.38,6444.76,6444.73,2308600
2006-08-29,6485.98,6500.89,6460.67,6479.91,6479.88,2170800
2006-08-30,6523.68,6602.81,6523.68,6587.12,6587.09,2964000
2006-08-31,6647.67,6667.62,6611.77,6611.77,6611.74,2909800
2006-09-01,6631.83,6658.13,6625.23,6651.46,6651.43,2553800
2006-09-04,6706.51,6761.65,6706.51,6750.78,6750.75,3043600
2006-09-05,6764.95,6766.81,6725.58,6734.73,6734.7,2724000
2006-09-06,6712.8,6747.98,6661.56,6688.4,6688.37,2688400
2006-09-07,6638.79,6689.2,6630.25,6685.23,6685.2,2200600
2006-09-08,6664.11,6718.83,6654.77,6693.11,6693.08,2326000
2006-09-11,6714.36,6802.84,6674.55,6693.88,6693.85,2738200
2006-09-12,6698.38,6698.38,6620.71,6625.73,6625.7,2422000
2006-09-13,6687.71,6690.29,6631.97,6664.87,6664.84,2316600
2006-09-14,6687.57,6691.51,6550.03,6598.87,6598.84,2937200
2006-09-15,6585.03,6681.09,6575.87,6681.09,6681.06,2236400
2006-09-18,6784.77,6886.3,6775.12,6882.48,6882.45,3550400
2006-09-19,6897.59,6915.08,6858.85,6881.87,6881.84,3209400
2006-09-20,6850.4,6890.63,6839.69,6877.77,6877.74,2720000
2006-09-21,6924.37,6938.93,6862.28,6889.89,6889.86,3393400
2006-09-22,6872.26,6890.9,6854.02,6885.6,6885.57,2570800
2006-09-25,6879.68,6921.36,6844.33,6911.21,6911.18,2829800
2006-09-26,6945.04,6958.79,6899.37,6901.75,6901.72,2707200
2006-09-27,6957.08,6961.71,6922.99,6946.27,6946.24,3394200
2006-09-28,6955.6,6961.92,6858.03,6885.12,6885.09,3316200
2006-09-29,6887.39,6903.72,6860.52,6883.05,6883.02,2687800
2006-10-02,6907.43,6961.78,6907.43,6960.95,6960.92,3468400
2006-10-03,6942.07,6976.62,6935.8,6956.88,6956.85,3152200
2006-10-04,6967.77,6980.67,6874.98,6874.98,6874.95,3203200
2006-10-05,6955.74,7004.42,6926.73,6997.24,6997.21,4027200
2006-10-11,6984.45,7022.49,6984.45,7006.67,7006.64,3780000
2006-10-12,7032.76,7039.93,6983.46,6984.58,6984.55,3700800
2006-10-13,7060.19,7096.51,7046.65,7068.8,7068.77,4188000
2006-10-16,7102.97,7159.85,7099.11,7151.42,7151.39,4736800
2006-10-17,7133.85,7133.85,7070.3,7075.13,7075.1,3628600
2006-10-18,7021.96,7035.45,6980.07,7017.6,7017.57,3244000
2006-10-19,7000.68,7045.99,6986.85,6995.83,6995.8,3080000
2006-10-20,7029.65,7048.09,7021.34,7039.37,7039.34,3082000
2006-10-23,7041.7,7043.48,7008.13,7040.26,7040.23,3158600
2006-10-24,7075.81,7120.24,7070.17,7097.42,7097.39,3704800
2006-10-25,7099.94,7110.93,7059.89,7059.89,7059.86,3388400
2006-10-26,7083.15,7119.55,7080.84,7080.84,7080.81,3492600
2006-10-27,7112.54,7132.29,7082.68,7086.74,7086.71,3355400
2006-10-30,7050.05,7050.05,6995.1,6995.2,6995.17,2819400
2006-10-31,7020.35,7025.21,7004.15,7021.32,7021.29,2393000
2006-11-01,7036.07,7058.69,7013.99,7013.99,7013.96,3055200
2006-11-02,7008.42,7089.7,7005.13,7078.1,7078.07,3360600
2006-11-03,7079.71,7186.98,7079.71,7161.61,7161.58,4542400
2006-11-06,7036.89,7160.66,7036.89,7120.44,7120.41,3831400
2006-11-07,7198.9,7219.06,7180.75,7184.65,7184.62,4562600
2006-11-08,7200.77,7207.33,7176.66,7178.34,7178.31,4177600
2006-11-09,7209.9,7242.45,7146.72,7151.13,7151.1,5517600
2006-11-10,7159.8,7176.06,7130.57,7174.2,7174.17,3426600
2006-11-13,7182.78,7191.09,7136.06,7136.06,7136.03,3744600
2006-11-14,7185.66,7216.64,7168.85,7204.04,7204.01,4906000
2006-11-15,7254.47,7269.01,7229.02,7236.85,7236.82,4926600
2006-11-16,7272.5,7290.25,7240.25,7257.48,7257.45,4700000
2006-11-17,7282.38,7287.91,7251.65,7259.54,7259.51,4341200
2006-11-20,7266.4,7270.28,7228.97,7261.48,7261.45,4126200
2006-11-21,7258.63,7320.06,7245.42,7309.69,7309.66,4161600
2006-11-22,7330.01,7350.63,7314.36,7348.77,7348.74,4604400
2006-11-23,7371.3,7430.9,7368.01,7384.69,7384.66,5207800
2006-11-24,7394.75,7427.36,7366.08,7427.36,7427.33,4488200
2006-11-27,7494.59,7506.07,7463.88,7498.15,7498.12,5589200
2006-11-28,7447.67,7483.43,7444.94,7444.94,7444.91,5025800
2006-11-29,7476.54,7513.51,7431.87,7474.19,7474.16,5273000
2006-11-30,7527.47,7567.72,7500.24,7567.72,7567.69,5726800
2006-12-01,7587.51,7621.81,7557.62,7613.57,7613.53,6260800
2006-12-04,7622.09,7659.84,7590.92,7647.01,7646.97,6067800
2006-12-05,7700.15,7703.25,7575.14,7609.9,7609.86,6159200
2006-12-06,7634.79,7697.24,7620.98,7693.33,7693.29,4674400
2006-12-07,7697.12,7716.85,7669.22,7686.52,7686.48,5082000
2006-12-08,7658.04,7658.04,7601.3,7636.3,7636.26,4391200
2006-12-11,7635.69,7635.72,7582.62,7612.12,7612.08,4119800
2006-12-12,7604.75,7604.75,7441.01,7458.56,7458.53,5038400
2006-12-13,7480.04,7494.49,7369.09,7450.3,7450.27,4593600
2006-12-14,7456.31,7492.3,7428.38,7480.41,7480.38,3802600
2006-12-15,7546.81,7568.02,7531.48,7538.82,7538.79,4302600
2006-12-18,7568.82,7648.06,7561.88,7624.62,7624.58,4289400
2006-12-19,7624.75,7648.76,7598.88,7598.88,7598.84,4629400
2006-12-20,7627.94,7661.94,7614.71,7648.35,7648.31,4862200
2006-12-21,7655.64,7685.88,7614.45,7620.94,7620.9,4726600
2006-12-22,7636.73,7660.33,7621.48,7652.47,7652.44,3634800
2006-12-25,7658.05,7667.44,7635.16,7646.81,7646.77,3786800
2006-12-26,7668.92,7749.46,7668.92,7727.59,7727.55,5094600
2006-12-27,7761.09,7790.31,7733.18,7733.18,7733.15,5135000
2006-12-28,7777.86,7782.42,7720.29,7732.93,7732.9,4540000
2006-12-29,7747.62,7823.72,7747.62,7823.72,7823.68,4915000
2007-01-02,7871.41,7937.26,7843.6,7920.8,7920.76,5710600
2007-01-03,7954.96,7999.42,7917.3,7917.3,7917.26,5951400
2007-01-04,7929.89,7955.9,7901.24,7934.51,7934.47,5717400
2007-01-05,7940.2,7942.23,7821.71,7835.57,7835.53,5181400
2007-01-08,7778.57,7797.57,7736.11,7736.71,7736.67,4292400
2007-01-09,7778.38,7827.93,7778.38,7790.01,7789.97,4516000
2007-01-10,7737.25,7748.79,7682.82,7698.52,7698.48,5153200
2007-01-11,7724.1,7748.96,7599.55,7618.55,7618.51,5735400
2007-01-12,7713.63,7769.31,7704.39,7761.71,7761.67,4478600
2007-01-15,7809.91,7814.85,7741.49,7783.5,7783.46,3817600
2007-01-16,7792.77,7831.2,7780.65,7792.08,7792.04,3743600
2007-01-17,7757.8,7841.26,7747.58,7833.98,7833.94,4016600
2007-01-18,7852.26,7896.95,7830.23,7895.18,7895.14,4237200
2007-01-19,7859.47,7892.61,7840.08,7840.08,7840.04,4385000
2007-01-22,7866.17,7871.01,7784.21,7842.47,7842.43,4297000
2007-01-23,7837.44,7869.55,7818.58,7852.36,7852.32,3795400
2007-01-24,7943.24,7949.48,7916.39,7935.54,7935.5,4488800
2007-01-25,7982.64,7990.55,7917.65,7923.77,7923.73,4337000
2007-01-26,7825.75,7883.5,7793.91,7821.32,7821.28,3465200
2007-01-29,7831.57,7838.92,7746.37,7751.79,7751.75,3143600
2007-01-30,7763.53,7778.24,7725.41,7739.91,7739.87,3010000
2007-01-31,7759.79,7778.69,7637.54,7699.64,7699.6,3180000
2007-02-01,7751.3,7757.63,7679.78,7701.54,7701.5,2706600
2007-02-02,7754.16,7801.63,7751.53,7777.03,7776.99,3134800
2007-02-05,7786.77,7823.94,7772.05,7783.12,7783.08,2786200
2007-02-06,7816.3,7875.75,7802.94,7875.75,7875.71,3497800
2007-02-07,7894.77,7894.77,7850.06,7850.06,7850.02,3214400
2007-02-08,7875.52,7884.73,7790.63,7842.22,7842.18,2895200
2007-02-09,7847.18,7884.55,7822.53,7859.53,7859.49,3363400
2007-02-12,7826.46,7826.46,7764.51,7776.36,7776.32,2787000
2007-02-13,7782.07,7800.87,7725.81,7736.83,7736.79,2776200
2007-02-14,7800.98,7812.18,7764.31,7809.45,7809.41,3006200
2007-02-26,7939.4,7950.2,7899.55,7900.2,7900.16,4170000
2007-02-27,7908.79,7939.5,7881.92,7901.96,7901.92,3971200
2007-03-01,7707.63,7761.4,7663.17,7678.67,7678.63,4230600
2007-03-02,7653.35,7695.15,7625.99,7670.77,7670.73,3742200
2007-03-05,7565.95,7565.95,7306.07,7344.56,7344.53,4410800
2007-03-06,7379.08,7452.84,7349.98,7451.06,7451.03,3320600
2007-03-07,7516.21,7519.46,7449.67,7480.89,7480.86,3883200
2007-03-08,7517.77,7573.87,7510.44,7573.87,7573.83,3586200
2007-03-09,7615.81,7619.35,7550.83,7568.2,7568.17,3310400
2007-03-12,7611.15,7640.14,7590.82,7629.15,7629.11,3009600
2007-03-13,7664.7,7694.59,7661.76,7684.0,7683.96,3403200
2007-03-14,7552.73,7575.52,7526.48,7570.27,7570.23,3609400
2007-03-15,7631.67,7708.98,7631.67,7695.96,7695.92,4206400
2007-03-16,7707.15,7743.37,7676.39,7719.8,7719.76,4291000
2007-03-19,7739.56,7759.66,7713.78,7737.46,7737.42,3562800
2007-03-20,7784.27,7798.27,7736.2,7736.2,7736.17,3932400
2007-03-21,7780.3,7784.19,7746.35,7757.03,7756.99,3279800
2007-03-22,7843.64,7856.99,7822.63,7823.67,7823.63,3989400
2007-03-23,7834.62,7879.09,7806.89,7859.32,7859.28,3837000
2007-03-26,7878.59,7887.33,7853.15,7877.82,7877.78,3623800
2007-03-27,7876.76,7928.03,7839.22,7845.17,7845.13,4038400
2007-03-28,7832.62,7841.4,7769.3,7788.14,7788.1,3720800
2007-03-29,7765.07,7863.63,7764.05,7848.33,7848.29,4128600
2007-03-30,7877.75,7888.82,7839.91,7884.41,7884.37,4225600
2007-04-02,7888.17,7931.99,7866.59,7884.99,7884.95,4390000
2007-04-03,7894.87,7932.91,7879.88,7932.91,7932.87,4498600
2007-04-04,7989.65,8021.59,7970.46,8004.61,8004.57,4993200
2007-04-09,8048.34,8066.77,8026.33,8056.56,8056.52,4772200
2007-04-10,8064.54,8064.54,8002.49,8048.39,8048.35,4616600
2007-04-11,8073.67,8105.82,8055.67,8084.45,8084.41,4297800
2007-04-12,8043.78,8090.94,8039.13,8075.2,8075.16,4192200
2007-04-13,8100.08,8108.5,7999.69,8002.3,8002.26,4552400
2007-04-16,8088.83,8096.84,8030.5,8043.54,8043.5,4500200
2007-04-17,8100.61,8100.61,7952.18,7959.29,7959.25,5567400
2007-04-18,7981.36,8003.31,7946.35,8003.31,8003.27,3931400
2007-04-19,7978.59,7991.69,7883.92,7888.63,7888.59,4428800
2007-04-20,7915.91,7945.7,7912.49,7942.67,7942.63,3683600
2007-04-23,8009.55,8062.7,8006.42,8010.46,8010.42,4000600
2007-04-24,8011.81,8051.67,7998.22,8045.01,8044.97,4030600
2007-04-25,8035.74,8041.27,7984.65,7984.65,7984.61,3929400
2007-04-26,8046.72,8052.55,8000.04,8000.04,8000.0,3566400
2007-04-27,8019.49,8026.51,7949.42,7949.42,7949.38,3479200
2007-04-30,7956.03,7956.03,7843.05,7875.42,7875.38,3466400
2007-05-02,7900.76,7951.69,7890.54,7903.04,7903.0,3193200
2007-05-03,7954.16,7965.93,7861.43,7926.66,7926.62,4287600
2007-05-04,7990.97,8066.06,7990.97,8066.06,8066.02,3767600
2007-05-07,8122.2,8132.8,8095.04,8115.27,8115.23,3750000
2007-05-08,8111.51,8113.31,8083.18,8095.84,8095.8,2965800
2007-05-09,8092.1,8093.51,8043.46,8052.7,8052.66,2886200
2007-05-10,8094.72,8105.09,8071.5,8096.86,8096.82,3357000
2007-05-11,8026.36,8049.5,8018.64,8031.54,8031.5,2934200
2007-05-14,8072.15,8072.15,8013.83,8030.56,8030.52,2857600
2007-05-15,8022.58,8041.55,7968.92,7975.03,7974.99,2612000
2007-05-16,7988.97,8014.88,7978.25,7988.57,7988.53,2492000
2007-05-17,8029.6,8080.63,8029.6,8037.96,8037.92,3142400
2007-05-18,8066.01,8075.21,8013.89,8034.14,8034.1,2836000
2007-05-21,8067.23,8159.26,8043.9,8141.59,8141.55,3614200
2007-05-22,8158.99,8205.89,8158.29,8188.63,8188.59,4077400
2007-05-23,8232.53,8256.25,8214.58,8221.79,8221.75,3983000
2007-05-24,8231.65,8249.48,8207.96,8216.41,8216.37,3395800
2007-05-25,8170.58,8170.58,8130.17,8159.97,8159.93,3235600
2007-05-28,8194.83,8201.65,8154.22,8156.82,8156.78,2887600
2007-05-29,8178.7,8229.44,8166.46,8181.49,8181.45,3047000
2007-05-30,8163.81,8177.76,8110.28,8147.34,8147.3,3248600
2007-05-31,8204.72,8220.81,8144.95,8144.95,8144.91,4230600
2007-06-01,8236.76,8261.67,8224.28,8249.9,8249.86,4198400
2007-06-04,8310.09,8317.6,8282.79,8294.79,8294.75,4053200
2007-06-05,8321.42,8321.42,8267.59,8303.99,8303.95,4299400
2007-06-06,8330.72,8376.97,8313.59,8314.68,8314.64,4775800
2007-06-07,8298.97,8368.56,8263.61,8355.26,8355.22,3844000
2007-06-08,8288.26,8308.45,8279.96,8300.71,8300.67,4241600
2007-06-11,8351.03,8359.75,8328.61,8338.88,8338.84,4133600
2007-06-12,8371.7,8396.22,8345.01,8370.26,8370.22,4774400
2007-06-13,8388.49,8388.49,8336.53,8346.39,8346.35,4398600
2007-06-14,8421.21,8476.13,8409.0,8450.72,8450.68,4853400
2007-06-15,8519.38,8578.33,8511.07,8573.64,8573.6,5280000
2007-06-20,8651.26,8761.88,8636.47,8755.88,8755.84,6320400
2007-06-21,8789.09,8871.72,8722.15,8851.99,8851.95,5581200
2007-06-22,8879.99,8884.03,8799.29,8846.39,8846.35,5979200
2007-06-25,8882.3,8985.93,8882.3,8939.19,8939.15,6503800
2007-06-26,8965.82,8983.96,8856.29,8865.75,8865.71,5709600
2007-06-27,8862.29,8887.88,8820.68,8844.22,8844.18,5225800
2007-06-28,8914.69,8914.69,8841.96,8892.83,8892.79,5698600
2007-06-29,8932.18,8932.95,8849.04,8883.21,8883.17,5464800
2007-07-02,8903.77,8939.49,8849.35,8939.49,8939.45,5468400
2007-07-03,8983.24,9019.93,8977.09,8996.2,8996.16,6580400
2007-07-04,9069.32,9112.74,9034.5,9068.98,9068.94,7220200
2007-07-05,9114.06,9148.78,9086.19,9148.78,9148.74,7038200
2007-07-06,9169.56,9199.66,9118.26,9188.31,9188.27,7483000
2007-07-09,9246.44,9369.84,9239.2,9369.84,9369.8,8013400
2007-07-10,9404.76,9404.76,9306.62,9384.73,9384.69,7632600
2007-07-11,9322.69,9341.32,9263.26,9290.95,9290.91,8176800
2007-07-12,9346.95,9400.37,9316.91,9354.41,9354.37,8373600
2007-07-13,9530.72,9540.35,9411.04,9471.3,9471.26,8507000
2007-07-16,9514.09,9539.2,9403.73,9417.32,9417.28,8678600
2007-07-17,9444.87,9513.95,9337.67,9509.73,9509.69,7041800
2007-07-18,9512.39,9574.69,9482.55,9485.35,9485.31,9296000
2007-07-19,9449.72,9529.35,9441.79,9473.31,9473.27,8738400
2007-07-20,9537.24,9585.9,9487.95,9585.9,9585.86,7902400
2007-07-23,9576.06,9637.18,9563.72,9621.57,9621.53,7442400
2007-07-24,9674.24,9745.32,9643.27,9744.06,9744.01,9247000
2007-07-25,9683.97,9763.26,9656.04,9740.13,9740.08,8173600
2007-07-26,9793.76,9807.91,9566.42,9566.42,9566.38,10397800
2007-07-27,9244.62,9376.95,9162.28,9162.28,9162.24,9371200
2007-07-30,9037.35,9136.45,8996.81,9072.57,9072.53,7294800
2007-07-31,9211.8,9307.81,9173.48,9287.25,9287.21,7159400
2007-08-01,9188.6,9265.7,8891.88,8891.88,8891.84,8423400
2007-08-02,9076.11,9080.07,8727.64,8950.57,8950.53,7133200
2007-08-03,9104.34,9134.6,9025.7,9057.82,9057.78,5842800
2007-08-06,8865.58,8960.75,8856.91,8941.73,8941.69,4639600
2007-08-07,9068.04,9068.83,8862.31,8862.31,8862.27,4858800
2007-08-08,8961.12,9099.46,8938.54,9099.46,9099.42,4875000
2007-08-09,9213.47,9219.02,9140.47,9182.6,9182.56,5712600
2007-08-10,8870.27,8969.31,8870.27,8931.31,8931.27,5535000
2007-08-13,9030.82,9030.93,8913.4,8938.96,8938.92,5061000
2007-08-14,8952.54,9023.26,8840.26,8910.99,8910.95,4770600
2007-08-15,8782.05,8808.59,8561.02,8593.04,8593.0,5640000
2007-08-16,8397.24,8438.08,8166.08,8201.37,8201.33,5927000
2007-08-17,8209.91,8307.37,7987.61,8090.29,8090.25,5981200
2007-08-20,8496.97,8516.75,8397.26,8515.6,8515.56,4327200
2007-08-21,8542.13,8586.73,8424.01,8479.08,8479.04,4632800
2007-08-22,8487.24,8512.45,8432.32,8493.46,8493.42,4030000
2007-08-23,8699.4,8735.1,8686.06,8732.84,8732.8,4880200
2007-08-24,8727.09,8741.64,8668.05,8690.09,8690.05,4262400
2007-08-27,8849.96,8849.96,8704.59,8718.31,8718.27,3802600
2007-08-28,8697.15,8753.39,8672.81,8727.55,8727.51,3465200
2007-08-29,8514.47,8643.32,8514.47,8643.32,8643.28,4016600
2007-08-30,8782.35,8825.92,8750.62,8771.21,8771.17,4963200
2007-08-31,8807.7,8982.16,8785.7,8982.16,8982.12,5018800
2007-09-03,9018.89,9019.41,8947.06,8979.96,8979.92,4732000
2007-09-04,9019.61,9027.77,8883.87,8922.98,8922.94,4340200
2007-09-05,9017.51,9026.3,8902.14,8913.85,8913.81,4022400
2007-09-06,8896.67,9017.08,8841.64,9017.08,9017.04,3979000
2007-09-07,9056.14,9078.47,9000.95,9018.08,9018.04,4220600
2007-09-10,8868.0,8953.45,8845.9,8937.58,8937.54,3702800
2007-09-11,8981.34,9017.3,8953.37,9003.12,9003.08,4252000
2007-09-12,9078.09,9084.97,9011.26,9018.12,9018.08,4346400
2007-09-13,9062.31,9062.31,8924.62,8927.42,8927.38,4022800
2007-09-14,8995.53,9046.51,8952.88,9031.63,9031.59,3897200
2007-09-17,9039.28,9044.37,8874.71,8899.91,8899.87,3917000
2007-09-19,9090.9,9090.9,8900.8,8926.38,8926.34,5922000
2007-09-20,8987.52,9109.52,8950.62,8983.03,8982.99,4652800
2007-09-21,9018.68,9105.28,8994.01,9105.28,9105.24,5025000
2007-09-26,9180.93,9269.62,9178.77,9257.47,9257.43,5422200
2007-09-27,9337.04,9413.65,9291.72,9413.65,9413.61,6081200
2007-09-28,9447.33,9474.05,9411.95,9411.95,9411.91,5558800
2007-10-01,9523.98,9555.07,9474.4,9488.5,9488.46,6169000
2007-10-02,9597.96,9642.95,9582.7,9623.25,9623.21,6702600
2007-10-03,9650.03,9783.75,9618.14,9700.07,9700.03,6654200
2007-10-04,9663.53,9676.35,9574.01,9627.39,9627.35,5009200
2007-10-05,9645.63,9670.13,9565.0,9617.26,9617.22,4570200
2007-10-08,9736.93,9744.97,9683.14,9717.17,9717.13,5043600
2007-10-09,9743.61,9743.61,9591.94,9639.83,9639.79,5534400
2007-10-11,9707.93,9729.47,9661.23,9697.67,9697.63,5261600
2007-10-12,9677.33,9731.16,9490.01,9496.47,9496.43,5735600
2007-10-15,9565.36,9577.04,9431.66,9518.45,9518.41,4416000
2007-10-16,9468.88,9618.03,9461.27,9592.47,9592.43,5134200
2007-10-17,9582.19,9616.26,9492.89,9562.16,9562.12,4530400
2007-10-18,9605.49,9667.07,9574.96,9637.07,9637.03,5548400
2007-10-19,9666.58,9673.96,9609.58,9611.72,9611.68,4674200
2007-10-22,9278.89,9381.65,9275.72,9360.63,9360.59,4841400
2007-10-23,9419.54,9512.56,9419.54,9502.39,9502.35,4732400
2007-10-24,9593.2,9640.49,9442.62,9442.62,9442.58,4686600
2007-10-25,9546.85,9573.29,9503.83,9568.26,9568.22,4653800
2007-10-26,9637.49,9661.94,9573.0,9631.51,9631.47,4960800
2007-10-29,9743.73,9822.37,9735.43,9809.88,9809.83,5997200
2007-10-30,9854.27,9859.65,9727.58,9757.93,9757.88,5465400
2007-10-31,9777.58,9787.9,9664.64,9711.37,9711.33,5636800
2007-11-01,9780.59,9785.75,9556.22,9598.23,9598.19,6153600
2007-11-02,9373.41,9433.07,9248.34,9273.09,9273.05,5893000
2007-11-05,9251.86,9313.85,9129.49,9308.6,9308.56,5045200
2007-11-06,9324.61,9368.46,9278.01,9292.8,9292.76,4565600
2007-11-07,9437.43,9437.43,9300.22,9300.22,9300.18,5016400
2007-11-08,9096.03,9105.63,8890.1,8937.58,8937.54,5887000
2007-11-09,8962.24,9016.73,8853.81,8970.92,8970.88,5196200
2007-11-12,8755.37,8765.51,8626.58,8670.61,8670.57,4941200
2007-11-13,8673.2,8742.41,8599.39,8727.21,8727.17,4718400
2007-11-14,8965.66,8993.89,8940.96,8942.93,8942.89,4834800
2007-11-15,8920.03,8962.21,8897.89,8905.41,8905.37,3789200
2007-11-16,8767.21,8790.57,8678.55,8764.82,8764.78,4065000
2007-11-19,8818.42,8838.28,8680.71,8680.71,8680.67,3681800
2007-11-20,8483.61,8680.86,8372.05,8680.86,8680.82,4796600
2007-11-21,8676.96,8704.08,8484.11,8484.11,8484.07,4278200
2007-11-22,8431.03,8573.74,8390.85,8499.37,8499.33,3930800
2007-11-23,8550.7,8559.05,8342.2,8342.2,8342.16,3927200
2007-11-26,8462.93,8534.27,8407.34,8528.33,8528.29,3959000
2007-11-27,8319.69,8454.36,8207.97,8375.76,8375.72,4142800
2007-11-28,8429.09,8440.12,8276.26,8276.26,8276.22,3672600
2007-11-29,8454.57,8481.45,8376.09,8447.03,8446.99,4048000
2007-11-30,8499.23,8590.63,8499.23,8586.4,8586.36,4540600
2007-12-03,8623.12,8645.62,8565.08,8583.84,8583.8,3307600
2007-12-04,8557.32,8656.89,8557.0,8651.28,8651.24,3484000
2007-12-05,8626.52,8705.87,8601.13,8676.95,8676.91,4147000
2007-12-06,8784.69,8797.61,8654.86,8694.41,8694.37,4336000
2007-12-07,8774.57,8804.93,8722.38,8722.38,8722.34,4121200
2007-12-10,8700.48,8706.58,8594.95,8598.03,8597.99,3179600
2007-12-11,8648.88,8659.36,8569.54,8638.33,8638.29,3011800
2007-12-12,8495.59,8554.12,8451.65,8490.84,8490.8,3783000
2007-12-13,8485.56,8522.14,8187.95,8187.95,8187.91,4780800
2007-12-14,8186.25,8202.94,7922.66,8118.08,8118.04,5018200
2007-12-17,8041.6,8092.96,7830.85,7830.85,7830.81,4238600
2007-12-18,7730.79,7913.88,7664.62,7807.39,7807.35,5093400
2007-12-19,7881.01,8020.39,7865.48,8014.31,8014.27,4126800
2007-12-20,8044.17,8048.0,7840.71,7857.08,7857.04,3574200
2007-12-21,7903.14,8006.56,7810.27,7941.44,7941.4,4020400
2007-12-24,8074.44,8135.48,8061.31,8135.48,8135.44,3149200
2007-12-25,8166.18,8181.61,8119.85,8167.07,8167.03,3340600
2007-12-26,8125.45,8173.9,8071.63,8156.39,8156.35,2853000
2007-12-27,8169.19,8355.28,8169.19,8313.72,8313.68,4360200
2007-12-28,8269.32,8460.18,8269.32,8396.95,8396.91,4325200
2007-12-31,8450.32,8506.28,8414.79,8506.28,8506.24,3607200
2008-01-02,8491.57,8532.92,8319.58,8323.05,8323.01,4372600
2008-01-03,8171.68,8243.93,8130.41,8184.2,8184.16,3636400
2008-01-04,8134.04,8247.18,8097.85,8221.1,8221.06,4603600
2008-01-07,7959.92,8015.93,7883.37,7883.37,7883.33,4539800
2008-01-08,7909.26,8011.07,7895.78,7962.91,7962.87,4618800
2008-01-09,7842.16,8085.06,7818.31,8085.06,8085.02,4682400
2008-01-10,8153.08,8177.13,8057.27,8057.27,8057.23,4480000
2008-01-11,8134.11,8151.95,8026.34,8029.31,8029.27,3920400
2008-01-14,8254.0,8260.88,8097.68,8173.41,8173.37,6106000
2008-01-15,8316.24,8546.2,8312.02,8428.84,8428.8,7548600
2008-01-16,8286.31,8375.06,8179.54,8179.54,8179.5,7645200
2008-01-17,8245.19,8300.29,8004.47,8101.63,8101.59,6393800
2008-01-18,7934.86,8184.65,7883.91,8184.65,8184.61,5977400
2008-01-21,8167.48,8220.63,8099.59,8110.2,8110.16,5519000
2008-01-22,7595.17,7741.99,7566.75,7581.96,7581.92,4674600
2008-01-23,7708.27,7708.27,7384.61,7408.4,7408.37,5692200
2008-01-24,7639.23,7653.08,7412.97,7517.05,7517.02,5326400
2008-01-25,7648.29,7739.59,7648.29,7739.59,7739.55,4640400
2008-01-28,7678.81,7705.61,7478.2,7485.79,7485.76,3969400
2008-01-29,7593.71,7603.38,7447.44,7576.42,7576.38,3867400
2008-01-30,7604.29,7667.07,7507.52,7543.5,7543.47,4061000
2008-01-31,7528.18,7579.43,7400.74,7521.13,7521.1,4342600
2008-02-01,7613.58,7706.03,7583.65,7673.99,7673.96,4123200
2008-02-12,7568.3,7619.98,7530.37,7553.3,7553.26,3811000
2008-02-13,7644.8,7655.89,7533.6,7550.55,7550.51,3561200
2008-02-14,7711.45,7865.28,7707.0,7865.28,7865.24,4326600
2008-02-15,7766.49,7888.15,7761.93,7876.37,7876.33,3882600
2008-02-18,7925.3,7988.02,7872.71,7890.9,7890.86,4036800
2008-02-19,7985.47,8024.41,7932.79,8024.41,8024.37,4502800
2008-02-20,8000.12,8040.83,7855.48,7894.47,7894.43,4148400
2008-02-21,7982.35,8085.93,7972.13,8085.93,8085.89,4585400
2008-02-22,8013.35,8108.71,7986.97,8108.71,8108.67,4923400
2008-02-25,8228.92,8307.75,8228.92,8286.31,8286.27,6325000
2008-02-26,8379.55,8386.54,8258.87,8307.67,8307.63,6403800
2008-02-27,8401.12,8462.08,8362.94,8462.08,8462.04,6403600
2008-02-29,8367.45,8473.71,8367.45,8412.76,8412.72,5924600
2008-03-03,8213.7,8265.85,8147.27,8262.87,8262.83,5371400
2008-03-04,8279.02,8471.07,8279.02,8470.11,8470.07,6154200
