Date,Open,High,Low,Close,Adj Close,Volume
1997-10-02,8698.67,8733.61,8502.3,8504.66,8504.62,
1997-10-03,8393.88,8537.18,8393.88,8537.18,8537.14,
1997-10-06,8405.3,8498.74,8384.35,8392.59,8392.55,
1997-10-07,8285.28,8368.29,8177.54,8221.35,8221.31,
1997-10-08,8285.89,8325.61,8204.91,8255.82,8255.78,
1997-10-09,8373.2,8461.87,8364.76,8461.87,8461.83,
1997-10-13,8503.8,8512.57,8444.18,8463.16,8463.12,
1997-10-14,8480.77,8489.38,8391.3,8429.35,8429.31,
1997-10-15,8381.3,8392.54,8256.32,8262.4,8262.36,
1997-10-16,8177.39,8203.13,7967.41,7997.81,7997.77,
1997-10-17,8084.19,8084.19,7654.88,7832.15,7832.11,
1997-10-20,7579.86,7579.86,7274.97,7316.78,7316.75,
1997-10-21,7468.83,7734.05,7468.83,7734.05,7734.01,
1997-10-22,7752.32,7835.55,7529.36,7692.47,7692.44,
1997-10-23,7739.55,7901.81,7669.76,7825.01,7824.97,
1997-10-24,7536.03,7741.81,7536.03,7719.04,7719.0,
1997-10-27,7719.86,7788.42,7655.99,7662.53,7662.49,
1997-10-28,7280.64,7339.6,7186.7,7210.01,7209.98,
1997-10-29,7391.31,7391.31,7089.56,7089.56,7089.53,
1997-10-30,7136.24,7315.82,7040.54,7313.4,7313.37,
1997-11-03,7419.34,7651.63,7406.1,7646.35,7646.31,
1997-11-04,7835.6,7940.2,7764.03,7785.32,7785.28,
1997-11-05,7733.22,7864.22,7733.22,7864.22,7864.18,
1997-11-06,7987.08,8090.14,7983.92,8076.77,8076.73,
1997-11-07,8076.52,8137.02,7778.66,7860.09,7860.05,
1997-11-10,7724.87,7810.99,7644.52,7767.14,7767.1,
1997-11-11,7765.22,7797.72,7681.14,7712.16,7712.13,
1997-11-13,7544.87,7587.97,7515.64,7554.94,7554.9,
1997-11-14,7673.14,7681.31,7481.39,7482.92,7482.89,
1997-11-17,7528.33,7690.54,7499.25,7690.54,7690.5,
1997-11-18,7870.02,7876.14,7642.94,7644.97,7644.94,
1997-11-19,7606.49,7705.4,7606.49,7705.4,7705.36,
1997-11-20,7747.86,7806.68,7689.19,7693.29,7693.25,
1997-11-21,7762.23,7773.35,7732.72,7773.35,7773.31,
1997-11-24,7880.02,7880.02,7751.32,7756.25,7756.21,
1997-11-25,7702.72,7773.18,7698.48,7759.97,7759.93,
1997-11-26,7819.79,7819.79,7694.72,7698.24,7698.21,
1997-11-27,7737.47,7762.15,7690.11,7762.15,7762.11,
1997-11-28,7833.47,7876.91,7794.78,7797.19,7797.15,
1997-12-01,7446.49,7454.98,7354.92,7400.64,7400.61,
1997-12-02,7455.51,7679.53,7455.51,7679.53,7679.49,
1997-12-03,7651.68,7904.16,7651.68,7902.51,7902.47,
1997-12-04,8003.87,8060.28,7919.4,8050.13,8050.09,
1997-12-05,8175.19,8280.65,8121.9,8166.87,8166.83,
1997-12-08,8265.36,8402.17,8265.36,8402.17,8402.13,
1997-12-09,8512.61,8512.61,8325.23,8333.49,8333.45,
1997-12-10,8368.16,8532.25,8368.16,8503.55,8503.51,
1997-12-11,8438.38,8451.93,8250.92,8270.58,8270.54,
1997-12-12,8135.17,8398.27,8135.17,8398.27,8398.23,
1997-12-15,8420.91,8420.91,8241.49,8241.49,8241.45,
1997-12-16,8341.35,8341.35,8172.83,8193.65,8193.61,
1997-12-17,8297.69,8347.2,8241.69,8347.2,8347.16,
1997-12-18,8361.9,8380.72,8253.88,8255.05,8255.01,
1997-12-19,8205.83,8305.83,8091.17,8092.58,8092.54,
1997-12-22,8223.69,8226.14,8096.99,8104.03,8103.99,
1997-12-23,8192.7,8192.7,8032.53,8038.31,8038.27,
