Date,BuyPrice,TargetValue,CurrentValueBeforeTrade,InvestAmount,UnitsBought,CashUsed,CashRemainder,CumUnits,CumInvested,AvgCost
2012-05-02,7676.77,810000,838057.5045316801,0.0,0.0,0.0,0.0,109.16798400000002,684354.73001751,6268.822643253263
2012-06-01,7106.06,820000,775754.2443830401,44245.75561695988,6.226482,44245.75468092,0.0009360398835269734,115.39446600000002,728600.48469843,6313.998495373512
2012-07-02,7345.13,830000,847587.3540505802,0.0,0.0,0.0,0.0,115.39446600000002,728600.48469843,6313.998495373512
2012-08-01,7267.93,840000,838678.9012753802,1321.0987246198347,0.181771,1321.0989040299999,-0.00017941016517397657,115.57623700000002,729921.5836024601,6315.498778546147
2012-09-03,7450.5,850000,861100.7537685002,0.0,0.0,0.0,0.0,115.57623700000002,729921.5836024601,6315.498778546147
2012-10-01,7675.69,860000,887127.36657853,0.0,0.0,0.0,0.0,115.57623700000002,729921.5836024601,6315.498778546147
2012-11-01,7179.61,870000,829792.3069275701,40207.69307242986,5.600261,40207.689878209996,0.003194219862052705,121.17649800000002,770129.2734806701,6355.43431433932
2012-12-03,7599.88,880000,920926.8436202402,0.0,0.0,0.0,0.0,121.17649800000002,770129.2734806701,6355.43431433932
2013-01-02,7779.18,890000,942653.7897116402,0.0,0.0,0.0,0.0,121.17649800000002,770129.2734806701,6355.43431433932
2013-02-01,7855.93,900000,951954.0859331402,0.0,0.0,0.0,0.0,121.17649800000002,770129.2734806701,6355.43431433932
2013-03-01,7964.59,910000,965121.1242058203,0.0,0.0,0.0,0.0,121.17649800000002,770129.2734806701,6355.43431433932
2013-04-01,7899.2,920000,957197.3930016002,0.0,0.0,0.0,0.0,121.17649800000002,770129.2734806701,6355.43431433932
2013-05-02,8128.47,930000,984979.5286980602,0.0,0.0,0.0,0.0,121.17649800000002,770129.2734806701,6355.43431433932
2013-06-03,8200.98,940000,993766.0365680401,0.0,0.0,0.0,0.0,121.17649800000002,770129.2734806701,6355.43431433932
2013-07-01,8035.96,950000,973769.4908680802,0.0,0.0,0.0,0.0,121.17649800000002,770129.2734806701,6355.43431433932
2013-08-01,8056.18,960000,976219.6796576402,0.0,0.0,0.0,0.0,121.17649800000002,770129.2734806701,6355.43431433932
2013-09-02,8038.82,970000,974116.0556523602,0.0,0.0,0.0,0.0,121.17649800000002,770129.2734806701,6355.43431433932
2013-10-01,8186.98,980000,992069.5655960401,0.0,0.0,0.0,0.0,121.17649800000002,770129.2734806701,6355.43431433932
2013-11-01,8388.14,990000,1016445.4299337202,0.0,0.0,0.0,0.0,121.17649800000002,770129.2734806701,6355.43431433932
2013-12-02,8414.57,1000000,1019648.1247758601,0.0,0.0,0.0,0.0,121.17649800000002,770129.2734806701,6355.43431433932
2014-01-02,8612.5,1010000,1043632.5890250002,0.0,0.0,0.0,0.0,121.17649800000002,770129.2734806701,6355.43431433932
2014-02-05,8264.44,1020000,1001455.8971311202,18544.102868879796,2.243843,18544.105842920002,-0.0029740402060269844,123.42034100000002,788673.3793235901,6390.140984325995
2014-03-03,8601.94,1030000,1061654.3680615402,0.0,0.0,0.0,0.0,123.42034100000002,788673.3793235901,6390.140984325995
2014-04-01,8873.11,1040000,1095122.2619305102,0.0,0.0,0.0,0.0,123.42034100000002,788673.3793235901,6390.140984325995
2014-05-02,8867.28,1050000,1094402.7213424803,0.0,0.0,0.0,0.0,123.42034100000002,788673.3793235901,6390.140984325995
2014-06-03,9123.42,1060000,1126015.6074862203,0.0,0.0,0.0,0.0,123.42034100000002,788673.3793235901,6390.140984325995
2014-07-01,9441.88,1070000,1165320.04928108,0.0,0.0,0.0,0.0,123.42034100000002,788673.3793235901,6390.140984325995
2014-08-01,9266.47,1080000,1143670.8872662701,0.0,0.0,0.0,0.0,123.42034100000002,788673.3793235901,6390.140984325995
2014-09-01,9513.02,1090000,1174100.1723398203,0.0,0.0,0.0,0.0,123.42034100000002,788673.3793235901,6390.140984325995
2014-10-01,8990.22,1100000,1109576.0180650202,0.0,0.0,0.0,0.0,123.42034100000002,788673.3793235901,6390.140984325995
2014-11-03,9004.82,1110000,1111377.9550436202,0.0,0.0,0.0,0.0,123.42034100000002,788673.3793235901,6390.140984325995
2014-12-01,9117.67,1120000,1125305.9405254703,0.0,0.0,0.0,0.0,123.42034100000002,788673.3793235901,6390.140984325995
2015-01-05,9274.07,1130000,1144608.8818578701,0.0,0.0,0.0,0.0,123.42034100000002,788673.3793235901,6390.140984325995
2015-02-02,9386.95,1140000,1158540.5699499503,0.0,0.0,0.0,0.0,123.42034100000002,788673.3793235901,6390.140984325995
2015-03-02,9601.32,1150000,1184998.1884501202,0.0,0.0,0.0,0.0,123.42034100000002,788673.3793235901,6390.140984325995
2015-04-01,9507.62,1160000,1173433.7024984204,0.0,0.0,0.0,0.0,123.42034100000002,788673.3793235901,6390.140984325995
2015-05-04,9845.0,1170000,1215073.2571450002,0.0,0.0,0.0,0.0,123.42034100000002,788673.3793235901,6390.140984325995
2015-06-01,9625.65,1180000,1188001.0053466503,0.0,0.0,0.0,0.0,123.42034100000002,788673.3793235901,6390.140984325995
2015-07-01,9375.19,1190000,1157089.1467397902,32910.853260209784,3.51042,32910.8544798,-0.0012195902163512073,126.93076100000002,821584.2338033901,6472.696037829553
2015-08-03,8524.37,1200000,1082004.7711455703,117995.22885442968,13.842105,117995.22459885,0.004255579668097198,140.77286600000002,939579.4584022401,6674.4358135199145
2015-09-01,8017.52,1210000,1128649.2686123203,81350.7313876797,10.14662,81350.72878240001,0.002605279689305462,150.91948600000003,1020930.1871846401,6764.734059488116
2015-10-01,8295.9,1220000,1252012.9639074001,0.0,0.0,0.0,0.0,150.91948600000003,1020930.1871846401,6764.734059488116
2015-11-02,8614.73,1230000,1300130.6236287802,0.0,0.0,0.0,0.0,150.91948600000003,1020930.1871846401,6764.734059488116
2015-12-01,8463.26,1240000,1277270.8490843603,0.0,0.0,0.0,0.0,150.91948600000003,1020930.1871846401,6764.734059488116
2016-01-04,8114.22,1250000,1224593.9116909204,25406.08830907964,3.131057,25406.08533054,0.0029785396400257014,154.05054300000003,1046336.27251518,6792.162183519079
2016-02-01,8156.92,1260000,1256577.9552075602,3422.0447924397886,0.419527,3422.04817684,-0.003384400211416505,154.47007000000002,1049758.32069202,6795.868744618422
2016-03-01,8485.66,1270000,1310780.4941962,0.0,0.0,0.0,0.0,154.47007000000002,1049758.32069202,6795.868744618422
2016-04-01,8657.52,1280000,1337327.7204264002,0.0,0.0,0.0,0.0,154.47007000000002,1049758.32069202,6795.868744618422
2016-05-03,8294.09,1290000,1281188.6628863001,8811.337113699876,1.062363,8811.33433467,0.0027790298754553078,155.53243300000003,1058569.65502669,6806.102332538512
2016-06-01,8597.13,1300000,1337132.5457172901,0.0,0.0,0.0,0.0,155.53243300000003,1058569.65502669,6806.102332538512
2016-07-01,8738.22,1310000,1359076.6166892601,0.0,0.0,0.0,0.0,155.53243300000003,1058569.65502669,6806.102332538512
2016-08-01,9080.69,1320000,1412341.8090187702,0.0,0.0,0.0,0.0,155.53243300000003,1058569.65502669,6806.102332538512
2016-09-01,9001.13,1330000,1399967.6486492902,0.0,0.0,0.0,0.0,155.53243300000003,1058569.65502669,6806.102332538512
2016-10-03,9234.18,1340000,1436214.4821599403,0.0,0.0,0.0,0.0,155.53243300000003,1058569.65502669,6806.102332538512
2016-11-01,9272.68,1350000,1442202.4808304403,0.0,0.0,0.0,0.0,155.53243300000003,1058569.65502669,6806.102332538512
2016-12-01,9263.52,1360000,1440777.8037441603,0.0,0.0,0.0,0.0,155.53243300000003,1058569.65502669,6806.102332538512
2017-01-03,9272.87,1370000,1442232.0319927104,0.0,0.0,0.0,0.0,155.53243300000003,1058569.65502669,6806.102332538512
2017-02-02,9428.96,1380000,1466509.08945968,0.0,0.0,0.0,0.0,155.53243300000003,1058569.65502669,6806.102332538512
2017-03-01,9674.77,1390000,1504740.5168154102,0.0,0.0,0.0,0.0,155.53243300000003,1058569.65502669,6806.102332538512
2017-04-05,9949.47,1400000,1547465.2761605103,0.0,0.0,0.0,0.0,155.53243300000003,1058569.65502669,6806.102332538512
2017-05-02,9941.26,1410000,1546188.3548855803,0.0,0.0,0.0,0.0,155.53243300000003,1058569.65502669,6806.102332538512
2017-06-01,10087.42,1420000,1568920.9752928603,0.0,0.0,0.0,0.0,155.53243300000003,1058569.65502669,6806.102332538512
2017-07-03,10412.79,1430000,1619526.5630180703,0.0,0.0,0.0,0.0,155.53243300000003,1058569.65502669,6806.102332538512
2017-08-01,10437.29,1440000,1623337.1076265704,0.0,0.0,0.0,0.0,155.53243300000003,1058569.65502669,6806.102332538512
2017-09-01,10594.82,1450000,1647838.1317970601,0.0,0.0,0.0,0.0,155.53243300000003,1058569.65502669,6806.102332538512
2017-10-02,10465.16,1460000,1627671.7965342803,0.0,0.0,0.0,0.0,155.53243300000003,1058569.65502669,6806.102332538512
2017-11-01,10806.36,1470000,1680739.4626738804,0.0,0.0,0.0,0.0,155.53243300000003,1058569.65502669,6806.102332538512
2017-12-01,10600.37,1480000,1648701.3368002104,0.0,0.0,0.0,0.0,155.53243300000003,1058569.65502669,6806.102332538512
2018-01-02,10710.73,1490000,1665865.8961060902,0.0,0.0,0.0,0.0,155.53243300000003,1058569.65502669,6806.102332538512
2018-02-01,11160.25,1500000,1735780.8353882502,0.0,0.0,0.0,0.0,155.53243300000003,1058569.65502669,6806.102332538512
2018-03-01,10785.79,1510000,1677540.1605270705,0.0,0.0,0.0,0.0,155.53243300000003,1058569.65502669,6806.102332538512
2018-04-02,10888.27,1520000,1693479.1242609103,0.0,0.0,0.0,0.0,155.53243300000003,1058569.65502669,6806.102332538512
2018-05-02,10618.81,1530000,1651569.3548647303,0.0,0.0,0.0,0.0,155.53243300000003,1058569.65502669,6806.102332538512
2018-06-01,10949.08,1540000,1702937.0515116402,0.0,0.0,0.0,0.0,155.53243300000003,1058569.65502669,6806.102332538512
2018-07-02,10777.94,1550000,1676319.2309280203,0.0,0.0,0.0,0.0,155.53243300000003,1058569.65502669,6806.102332538512
2018-08-01,11098.13,1560000,1726119.16065029,0.0,0.0,0.0,0.0,155.53243300000003,1058569.65502669,6806.102332538512
2018-09-03,10964.22,1570000,1705291.8125472602,0.0,0.0,0.0,0.0,155.53243300000003,1058569.65502669,6806.102332538512
2018-10-01,11051.8,1580000,1718913.3430294,0.0,0.0,0.0,0.0,155.53243300000003,1058569.65502669,6806.102332538512
2018-11-01,9844.74,1590000,1531176.3644524203,58823.63554757973,5.975133,58823.63085041999,0.004697159740317147,161.50756600000003,1117393.2858771102,6918.519754530324
2018-12-03,10137.87,1600000,1637342.7081244204,0.0,0.0,0.0,0.0,161.50756600000003,1117393.2858771102,6918.519754530324
2019-01-02,9554.14,1610000,1543065.89662324,66934.10337675991,7.00577,66934.1073878,-0.004011040087789297,168.51333600000004,1184327.3932649102,7028.092976955307
2019-02-11,10004.25,1620000,1685849.5416780005,0.0,0.0,0.0,0.0,168.51333600000004,1184327.3932649102,7028.092976955307
2019-03-04,10349.88,1630000,1744092.8059996802,0.0,0.0,0.0,0.0,168.51333600000004,1184327.3932649102,7028.092976955307
2019-04-01,10642.63,1640000,1793425.0851136802,0.0,0.0,0.0,0.0,168.51333600000004,1184327.3932649102,7028.092976955307
2019-05-02,11004.49,1650000,1854403.3208786403,0.0,0.0,0.0,0.0,168.51333600000004,1184327.3932649102,7028.092976955307
2019-06-03,10500.07,1660000,1769401.8239335204,0.0,0.0,0.0,0.0,168.51333600000004,1184327.3932649102,7028.092976955307
2019-07-01,10895.46,1670000,1836030.3118545602,0.0,0.0,0.0,0.0,168.51333600000004,1184327.3932649102,7028.092976955307
2019-08-01,10731.75,1680000,1808442.9936180003,0.0,0.0,0.0,0.0,168.51333600000004,1184327.3932649102,7028.092976955307
2019-09-02,10634.85,1690000,1792114.0513596004,0.0,0.0,0.0,0.0,168.51333600000004,1184327.3932649102,7028.092976955307
2019-10-01,10967.65,1700000,1848195.2895804003,0.0,0.0,0.0,0.0,168.51333600000004,1184327.3932649102,7028.092976955307
2019-11-01,11399.53,1710000,1920972.8291320805,0.0,0.0,0.0,0.0,168.51333600000004,1184327.3932649102,7028.092976955307
2019-12-02,11502.83,1720000,1938380.2567408804,0.0,0.0,0.0,0.0,168.51333600000004,1184327.3932649102,7028.092976955307
2020-01-02,12100.48,1730000,2039092.2520012804,0.0,0.0,0.0,0.0,168.51333600000004,1184327.3932649102,7028.092976955307
2020-02-03,11354.92,1740000,1913455.4492131204,0.0,0.0,0.0,0.0,168.51333600000004,1184327.3932649102,7028.092976955307
2020-03-02,11170.46,1750000,1882371.4792545603,0.0,0.0,0.0,0.0,168.51333600000004,1184327.3932649102,7028.092976955307
2020-04-01,9663.63,1760000,1628450.5291696803,131549.47083031968,13.612842,131549.46833646,0.0024938596761785448,182.12617800000004,1315876.8616013702,7225.083598917723
2020-05-04,10720.48,1770000,1952480.0487254404,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2020-06-01,11079.02,1780000,2017779.5685855604,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2020-07-01,11703.42,1790000,2131499.1541287606,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2020-08-03,12513.03,1800000,2278950.329099341,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2020-09-01,12703.28,1810000,2313599.834463841,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2020-10-05,12548.28,1820000,2285370.2768738405,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2020-11-02,12591.31,1830000,2293207.1663131802,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2020-12-01,13885.67,1840000,2528944.0060692606,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2021-01-04,14902.03,1850000,2714049.7683413406,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2021-02-01,15410.09,1860000,2806580.7943360205,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2021-03-02,15946.88,1870000,2904344.3054246404,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2021-04-01,16571.28,1880000,3018063.8909678403,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2021-05-03,17222.35,1890000,3136640.7816783004,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2021-06-01,17162.38,1900000,3125718.674783641,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2021-07-01,17713.94,1910000,3226172.1895213206,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2021-08-02,17503.28,1920000,3187805.4888638402,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2021-09-01,17473.99,1930000,3182471.013110221,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2021-10-01,16570.89,1940000,3017992.8617584207,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2021-11-01,17068.24,1950000,3108573.316386721,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2021-12-01,17585.99,1960000,3202869.145046221,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2022-01-03,18270.51,1970000,3327538.1564107803,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2022-02-07,17900.3,1980000,3260113.2240534006,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2022-03-01,17898.25,1990000,3259739.8653885005,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2022-04-01,17625.59,2000000,3210081.341695021,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2022-05-03,16498.9,2010000,3004881.598204201,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2022-06-01,16675.09,2020000,3036970.4095060206,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2022-07-01,14343.08,2030000,2612250.3411482405,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2022-08-01,14981.69,2040000,2728557.939680821,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2022-09-01,14801.86,2050000,2695806.189091081,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2022-10-03,13300.48,2060000,2422365.5879654405,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
2022-11-01,13037.21,2070000,2374417.22908338,0.0,0.0,0.0,0.0,182.12617800000004,1315876.8616013702,7225.083598917723
